Category,ProjectId,snapshot,CLOC,addedLOC,removedLOC
Simulator,QuEST-Kit/QuEST,9,21040,19788,1252
Compiler,QE-Lab/OpenQL,0,128914,127845,1069
Compiler,QE-Lab/OpenQL,1,11932,7347,4585
Compiler,QE-Lab/OpenQL,2,118623,88492,30131
Compiler,QE-Lab/OpenQL,3,12617,8774,3843
Compiler,QE-Lab/OpenQL,4,25746,16691,9055
Compiler,QE-Lab/OpenQL,5,23356,16882,6474
Compiler,QE-Lab/OpenQL,6,55568,29484,26084
Compiler,QE-Lab/OpenQL,7,15567,10928,4639
Compiler,QE-Lab/OpenQL,8,680585,662719,17866
Compiler,QE-Lab/OpenQL,9,607072,102814,504258
ToolKit,deepchem/deepchem,0,16578,9515,7063
ToolKit,deepchem/deepchem,1,336111,191666,144445
ToolKit,deepchem/deepchem,2,59382,50683,8699
ToolKit,deepchem/deepchem,3,21496,11536,9960
ToolKit,deepchem/deepchem,4,120943,74755,46188
ToolKit,deepchem/deepchem,5,174316,118410,55906
ToolKit,deepchem/deepchem,6,60025,52697,7328
ToolKit,deepchem/deepchem,7,100054,68852,31202
ToolKit,deepchem/deepchem,8,73436,25559,47877
ToolKit,deepchem/deepchem,9,556584,299060,257524
ToolKit,aiidateam/aiida-quantumespresso,0,856844,855546,1298
ToolKit,aiidateam/aiida-quantumespresso,1,39231,26732,12499
ToolKit,aiidateam/aiida-quantumespresso,2,81487,80150,1337
ToolKit,aiidateam/aiida-quantumespresso,3,6208,3197,3011
ToolKit,aiidateam/aiida-quantumespresso,4,20512,19672,840
ToolKit,aiidateam/aiida-quantumespresso,5,7816,6124,1692
ToolKit,aiidateam/aiida-quantumespresso,6,35266,33472,1794
ToolKit,aiidateam/aiida-quantumespresso,7,912816,11252,901564
ToolKit,aiidateam/aiida-quantumespresso,8,119912,74757,45155
ToolKit,aiidateam/aiida-quantumespresso,9,49785,9148,40637
Quantum Algorithsm,rigetti/grove,0,11357,7793,3564
Quantum Algorithsm,rigetti/grove,1,2444,1484,960
Quantum Algorithsm,rigetti/grove,2,4348,3408,940
Quantum Algorithsm,rigetti/grove,3,24254,15054,9200
Quantum Algorithsm,rigetti/grove,4,987,846,141
Quantum Algorithsm,rigetti/grove,5,1593,1192,401
Quantum Algorithsm,rigetti/grove,6,154,87,67
Quantum Algorithsm,rigetti/grove,7,190,105,85
Quantum Algorithsm,rigetti/grove,8,716,378,338
Quantum Algorithsm,rigetti/grove,9,663,352,311
Simulator,vm6502q/qrack,0,161105,94889,66216
Simulator,vm6502q/qrack,1,37688,21884,15804
Simulator,vm6502q/qrack,2,11846,7412,4434
Simulator,vm6502q/qrack,3,19589,12358,7231
Simulator,vm6502q/qrack,4,4933,2979,1954
Simulator,vm6502q/qrack,5,16140,9913,6227
Simulator,vm6502q/qrack,6,16328,11544,4784
Simulator,vm6502q/qrack,7,3411,2200,1211
Simulator,vm6502q/qrack,8,12606,7510,5096
Simulator,vm6502q/qrack,9,9751,6555,3196
ToolKit,XanaduAI/pennylane,0,6718,5871,847
ToolKit,XanaduAI/pennylane,1,252421,144970,107451
ToolKit,XanaduAI/pennylane,2,80752,52053,28699
ToolKit,XanaduAI/pennylane,3,6407,4677,1730
ToolKit,XanaduAI/pennylane,4,15395,9767,5628
ToolKit,XanaduAI/pennylane,5,48389,25299,23090
ToolKit,XanaduAI/pennylane,6,93976,68126,25850
ToolKit,XanaduAI/pennylane,7,35145,23014,12131
ToolKit,XanaduAI/pennylane,8,28894,23196,5698
ToolKit,XanaduAI/pennylane,9,243,121,122
Quantum Algorithsm,netket/netket,0,538738,477902,60836
Quantum Algorithsm,netket/netket,1,226260,16218,210042
Quantum Algorithsm,netket/netket,2,2261953,1144081,1117872
Quantum Algorithsm,netket/netket,3,19580,12810,6770
Quantum Algorithsm,netket/netket,4,65416,24540,40876
Quantum Algorithsm,netket/netket,5,32762,15503,17259
Quantum Algorithsm,netket/netket,6,16478,7601,8877
Quantum Algorithsm,netket/netket,7,7573,4601,2972
Quantum Algorithsm,netket/netket,8,45,29,16
Quantum Algorithsm,netket/netket,9,0,0,0
Quantum Algorithsm,XanaduAI/thewalrus,0,20503,17151,3352
Quantum Algorithsm,XanaduAI/thewalrus,1,35209,34121,1088
Quantum Algorithsm,XanaduAI/thewalrus,2,120818,84976,35842
Quantum Algorithsm,XanaduAI/thewalrus,3,1250910,925462,325448
Quantum Algorithsm,XanaduAI/thewalrus,4,715340,49182,666158
Quantum Algorithsm,XanaduAI/thewalrus,5,8202,4780,3422
Quantum Algorithsm,XanaduAI/thewalrus,6,3132,1634,1498
Quantum Algorithsm,XanaduAI/thewalrus,7,2,1,1
Quantum Algorithsm,XanaduAI/thewalrus,8,3306,1778,1528
Quantum-Chemistry,cp2k/cp2k,0,149935,130316,19619
Quantum-Chemistry,cp2k/cp2k,1,13943,9492,4451
Quantum-Chemistry,cp2k/cp2k,2,156087,110479,45608
Quantum-Chemistry,cp2k/cp2k,3,76883,54213,22670
Quantum-Chemistry,cp2k/cp2k,4,254891,228869,26022
Quantum-Chemistry,cp2k/cp2k,5,109124,45624,63500
Quantum-Chemistry,cp2k/cp2k,6,52476,38820,13656
Quantum-Chemistry,cp2k/cp2k,7,83117,66988,16129
Quantum-Chemistry,cp2k/cp2k,8,86553,57627,28926
Quantum-Chemistry,cp2k/cp2k,9,155229,87127,68102
Simulator,qulacs/qulacs,0,48161,38332,9829
Simulator,qulacs/qulacs,1,2499,2020,479
Simulator,qulacs/qulacs,2,21081,13065,8016
Simulator,qulacs/qulacs,3,24301,18755,5546
Simulator,qulacs/qulacs,4,9260,4253,5007
Simulator,qulacs/qulacs,5,3159,2538,621
Simulator,qulacs/qulacs,6,0,0,0
Simulator,qulacs/qulacs,7,83,55,28
Simulator,qulacs/qulacs,8,0,0,0
Simulator,qulacs/qulacs,9,8,4,4
Quantum-Chemistry,votca/xtp,0,5006,4879,127
Quantum-Chemistry,votca/xtp,1,300,123,177
Quantum-Chemistry,votca/xtp,2,1590,916,674
Quantum-Chemistry,votca/xtp,3,71,34,37
Quantum-Chemistry,votca/xtp,4,6278,4427,1851
Quantum-Chemistry,votca/xtp,5,15045,7849,7196
Quantum-Chemistry,votca/xtp,6,5181,2883,2298
Quantum-Chemistry,votca/xtp,7,1575,1032,543
Quantum-Chemistry,votca/xtp,8,1953,1061,892
Quantum-Chemistry,votca/xtp,9,66866,65750,1116
ToolKit,OriginQ/QPanda-2,0,43228,32029,11199
ToolKit,OriginQ/QPanda-2,1,355513,287907,67606
ToolKit,OriginQ/QPanda-2,2,190024,167978,22046
ToolKit,OriginQ/QPanda-2,3,15245,9147,6098
ToolKit,OriginQ/QPanda-2,4,113698,83493,30205
ToolKit,OriginQ/QPanda-2,5,16652,10479,6173
ToolKit,OriginQ/QPanda-2,6,126601,121864,4737
ToolKit,OriginQ/QPanda-2,7,14,7,7
ToolKit,OriginQ/QPanda-2,8,30996,17704,13292
ToolKit,OriginQ/QPanda-2,9,0,0,0
Full-stack Library,Blueqat/Blueqat,0,6891,5570,1321
Full-stack Library,Blueqat/Blueqat,1,19603,12800,6803
Full-stack Library,Blueqat/Blueqat,2,15707,6441,9266
Full-stack Library,Blueqat/Blueqat,3,3584,2190,1394
Full-stack Library,Blueqat/Blueqat,4,455,335,120
Full-stack Library,Blueqat/Blueqat,5,1037,765,272
Full-stack Library,Blueqat/Blueqat,6,2361,1475,886
Full-stack Library,Blueqat/Blueqat,7,83,81,2
Full-stack Library,Blueqat/Blueqat,8,13,8,5
Full-stack Library,Blueqat/Blueqat,9,2,2,0
Quantum Algorithsm,qucontrol/krotov,0,31446,24370,7076
Quantum Algorithsm,qucontrol/krotov,1,27933,18361,9572
Quantum Algorithsm,qucontrol/krotov,2,1274,828,446
Quantum Algorithsm,qucontrol/krotov,3,8953,6087,2866
Quantum Algorithsm,qucontrol/krotov,4,6190,3887,2303
Quantum Algorithsm,qucontrol/krotov,5,2695,1714,981
Quantum Algorithsm,qucontrol/krotov,6,2,1,1
Quantum Algorithsm,qucontrol/krotov,7,13,8,5
Quantum Algorithsm,qucontrol/krotov,8,0,0,0
Quantum Algorithsm,qucontrol/krotov,9,124,62,62
Experimentation,iitis/QuantumInformation.jl,0,2227,1548,679
Experimentation,iitis/QuantumInformation.jl,1,1203,892,311
Experimentation,iitis/QuantumInformation.jl,2,118,60,58
Experimentation,iitis/QuantumInformation.jl,3,47,42,5
Experimentation,iitis/QuantumInformation.jl,4,16,13,3
Experimentation,iitis/QuantumInformation.jl,5,23,9,14
Experimentation,iitis/QuantumInformation.jl,6,4,3,1
Experimentation,iitis/QuantumInformation.jl,7,5108,3347,1761
Experimentation,iitis/QuantumInformation.jl,8,6301,4450,1851
Experimentation,iitis/QuantumInformation.jl,9,2673,1049,1624
Experimentation,qutech/qupulse,0,210,210,0
Experimentation,qutech/qupulse,1,18819,13201,5618
Experimentation,qutech/qupulse,2,11703,6550,5153
Experimentation,qutech/qupulse,3,3283,2918,365
Experimentation,qutech/qupulse,4,21720,19090,2630
Experimentation,qutech/qupulse,5,4415,3722,693
Experimentation,qutech/qupulse,6,6137,4090,2047
Experimentation,qutech/qupulse,7,11550,7048,4502
Experimentation,qutech/qupulse,8,10851,6438,4413
Experimentation,qutech/qupulse,9,27753,18672,9081
Full-stack Library,quantumlib/Cirq,0,33540,26423,7117
Full-stack Library,quantumlib/Cirq,1,24183,18926,5257
Full-stack Library,quantumlib/Cirq,2,46608,32522,14086
Full-stack Library,quantumlib/Cirq,3,44941,29583,15358
Full-stack Library,quantumlib/Cirq,4,27171,20679,6492
Full-stack Library,quantumlib/Cirq,5,26370,21353,5017
Full-stack Library,quantumlib/Cirq,6,54327,40745,13582
Full-stack Library,quantumlib/Cirq,7,44647,32214,12433
Full-stack Library,quantumlib/Cirq,8,65052,42920,22132
Full-stack Library,quantumlib/Cirq,9,21638,15906,5732
Quantum-Chemistry,hande-qmc/hande,0,25474,22915,2559
Quantum-Chemistry,hande-qmc/hande,1,123284,63736,59548
Quantum-Chemistry,hande-qmc/hande,2,28354,15017,13337
Quantum-Chemistry,hande-qmc/hande,3,73651,47699,25952
Quantum-Chemistry,hande-qmc/hande,4,341,98,243
Quantum-Chemistry,hande-qmc/hande,5,2491,1920,571
Quantum-Chemistry,hande-qmc/hande,6,5165,4485,680
Quantum-Chemistry,hande-qmc/hande,7,10479,7541,2938
Quantum-Chemistry,hande-qmc/hande,8,50365,30748,19617
Quantum-Chemistry,hande-qmc/hande,9,485215,451079,34136
Quantum Algorithsm,aeantipov/pomerol,0,20175,15515,4660
Quantum Algorithsm,aeantipov/pomerol,1,245,214,31
Quantum Algorithsm,aeantipov/pomerol,2,7790,5870,1920
Quantum Algorithsm,aeantipov/pomerol,3,38909,29711,9198
Quantum Algorithsm,aeantipov/pomerol,4,2262,1611,651
Quantum Algorithsm,aeantipov/pomerol,5,22501,12985,9516
Quantum Algorithsm,aeantipov/pomerol,6,31435,9888,21547
Quantum Algorithsm,aeantipov/pomerol,7,3542,2285,1257
Quantum Algorithsm,aeantipov/pomerol,8,2535,553,1982
Quantum Algorithsm,aeantipov/pomerol,9,2796,1614,1182
Experimentation,BBN-Q/QGL,0,5594,4154,1440
Experimentation,BBN-Q/QGL,1,3477,2126,1351
Experimentation,BBN-Q/QGL,2,788,565,223
Experimentation,BBN-Q/QGL,3,784,524,260
Experimentation,BBN-Q/QGL,4,1821,1255,566
Experimentation,BBN-Q/QGL,5,997,583,414
Experimentation,BBN-Q/QGL,6,481,286,195
Experimentation,BBN-Q/QGL,7,1160,755,405
Experimentation,BBN-Q/QGL,8,2838,1492,1346
Experimentation,BBN-Q/QGL,9,2652,626,2026
Quantum Algorithsm,Q-solvers/EDLib,0,36142,20115,16027
Quantum Algorithsm,Q-solvers/EDLib,1,5559,3171,2388
Quantum Algorithsm,Q-solvers/EDLib,2,527,352,175
Quantum Algorithsm,Q-solvers/EDLib,3,3241,2506,735
Quantum Algorithsm,Q-solvers/EDLib,4,1629,1316,313
Quantum Algorithsm,Q-solvers/EDLib,5,401,223,178
Quantum Algorithsm,Q-solvers/EDLib,6,944,921,23
Quantum Algorithsm,Q-solvers/EDLib,7,139,85,54
Quantum Algorithsm,Q-solvers/EDLib,8,6,2,4
Quantum Algorithsm,Q-solvers/EDLib,9,91,41,50
Assembly,lanl/qmasm,0,5268,3576,1692
Assembly,lanl/qmasm,1,3757,2638,1119
Assembly,lanl/qmasm,2,1987,1333,654
Assembly,lanl/qmasm,3,2083,1375,708
Assembly,lanl/qmasm,4,542,347,195
Assembly,lanl/qmasm,5,539,507,32
Assembly,lanl/qmasm,6,1382,927,455
Assembly,lanl/qmasm,7,304,242,62
Assembly,lanl/qmasm,8,1389,907,482
Assembly,lanl/qmasm,9,1146,791,355
Quantum-Chemistry,tmancal74/quantarhei,0,121355,89628,31727
Quantum-Chemistry,tmancal74/quantarhei,1,56309,41333,14976
Quantum-Chemistry,tmancal74/quantarhei,2,5274,4924,350
Quantum-Chemistry,tmancal74/quantarhei,3,18611,13238,5373
Quantum-Chemistry,tmancal74/quantarhei,4,20249,12795,7454
Quantum-Chemistry,tmancal74/quantarhei,5,326195,186785,139410
Quantum-Chemistry,tmancal74/quantarhei,6,19856,16777,3079
Quantum-Chemistry,tmancal74/quantarhei,7,9222,6398,2824
Quantum-Chemistry,tmancal74/quantarhei,8,26651,24583,2068
Quantum-Chemistry,tmancal74/quantarhei,9,17222,11955,5267
ToolKit,bloomberg/quantum,0,88796,85968,2828
ToolKit,bloomberg/quantum,1,21840,17599,4241
ToolKit,bloomberg/quantum,2,43967,23742,20225
ToolKit,bloomberg/quantum,3,5342,3837,1505
ToolKit,bloomberg/quantum,4,3041,1966,1075
ToolKit,bloomberg/quantum,5,13,7,6
ToolKit,bloomberg/quantum,6,3104,2460,644
ToolKit,bloomberg/quantum,7,2026,1385,641
ToolKit,bloomberg/quantum,8,235,210,25
ToolKit,bloomberg/quantum,9,0,0,0
ToolKit,rigetti/forest-benchmarking,0,28756,23642,5114
ToolKit,rigetti/forest-benchmarking,1,30638,21280,9358
ToolKit,rigetti/forest-benchmarking,2,24568,13618,10950
ToolKit,rigetti/forest-benchmarking,3,63,50,13
ToolKit,rigetti/forest-benchmarking,4,2,1,1
ToolKit,rigetti/forest-benchmarking,5,7,5,2
ToolKit,rigetti/forest-benchmarking,6,505,285,220
ToolKit,rigetti/forest-benchmarking,7,14,12,2
ToolKit,rigetti/forest-benchmarking,8,496,232,264
ToolKit,rigetti/forest-benchmarking,9,1,0,1
Quantum-Chemistry,LCPQ/quantum_package,0,765957,582138,183819
Quantum-Chemistry,LCPQ/quantum_package,1,197080,99518,97562
Quantum-Chemistry,LCPQ/quantum_package,2,172019,108179,63840
Quantum-Chemistry,LCPQ/quantum_package,3,439336,18735,420601
Quantum-Chemistry,LCPQ/quantum_package,4,73947,44017,29930
Quantum-Chemistry,LCPQ/quantum_package,5,20669,11321,9348
Quantum-Chemistry,LCPQ/quantum_package,6,771671,763917,7754
Quantum-Chemistry,LCPQ/quantum_package,7,850928,841743,9185
Quantum-Chemistry,LCPQ/quantum_package,8,18932,14335,4597
Quantum-Chemistry,LCPQ/quantum_package,9,42686,29506,13180
Quantum-Chemistry,vonDonnerstein/QuantumLab.jl,0,4565,3492,1073
Quantum-Chemistry,vonDonnerstein/QuantumLab.jl,1,2431,897,1534
Quantum-Chemistry,vonDonnerstein/QuantumLab.jl,2,7611,5410,2201
Quantum-Chemistry,vonDonnerstein/QuantumLab.jl,3,1872,961,911
Quantum-Chemistry,vonDonnerstein/QuantumLab.jl,4,198,114,84
Quantum-Chemistry,vonDonnerstein/QuantumLab.jl,5,200,84,116
Quantum-Chemistry,vonDonnerstein/QuantumLab.jl,6,1312,791,521
Quantum-Chemistry,vonDonnerstein/QuantumLab.jl,7,120,119,1
Quantum-Chemistry,vonDonnerstein/QuantumLab.jl,8,123,43,80
Quantum-Chemistry,vonDonnerstein/QuantumLab.jl,9,220,124,96
ToolKit,QuTech-Delft/qtt,0,22598,18144,4454
ToolKit,QuTech-Delft/qtt,1,89829,57759,32070
ToolKit,QuTech-Delft/qtt,2,17041,10429,6612
ToolKit,QuTech-Delft/qtt,3,20520,14835,5685
ToolKit,QuTech-Delft/qtt,4,15601,8337,7264
ToolKit,QuTech-Delft/qtt,5,6170,2826,3344
ToolKit,QuTech-Delft/qtt,6,7108,4567,2541
ToolKit,QuTech-Delft/qtt,7,8386,4238,4148
ToolKit,QuTech-Delft/qtt,8,609292,604953,4339
ToolKit,QuTech-Delft/qtt,9,3093915,3077835,16080
Experimentation,lneuhaus/pyrpl,0,166111,108833,57278
Experimentation,lneuhaus/pyrpl,1,593667,578589,15078
Experimentation,lneuhaus/pyrpl,2,663497,66005,597492
Experimentation,lneuhaus/pyrpl,3,142211,66286,75925
Experimentation,lneuhaus/pyrpl,4,31242,17908,13334
Experimentation,lneuhaus/pyrpl,5,40419,25798,14621
Experimentation,lneuhaus/pyrpl,6,33,24,9
Experimentation,lneuhaus/pyrpl,7,170,91,79
Experimentation,lneuhaus/pyrpl,8,7,7,0
Experimentation,lneuhaus/pyrpl,9,36,36,0
Simulator,quantumlib/OpenFermion-Cirq,0,10046,8178,1868
Simulator,quantumlib/OpenFermion-Cirq,1,47612,30153,17459
Simulator,quantumlib/OpenFermion-Cirq,2,9772,4713,5059
Simulator,quantumlib/OpenFermion-Cirq,3,1177,828,349
Simulator,quantumlib/OpenFermion-Cirq,4,2701,1772,929
Simulator,quantumlib/OpenFermion-Cirq,5,80,54,26
Simulator,quantumlib/OpenFermion-Cirq,6,7180,3218,3962
Simulator,quantumlib/OpenFermion-Cirq,7,7225,5811,1414
Simulator,quantumlib/OpenFermion-Cirq,8,1042,1030,12
Simulator,quantumlib/OpenFermion-Cirq,9,436,9,427
Quantum Algorithsm,dwave-examples/factoring,0,4343,2721,1622
Quantum Algorithsm,dwave-examples/factoring,1,1374,652,722
Quantum Algorithsm,dwave-examples/factoring,2,29,14,15
Quantum Algorithsm,dwave-examples/factoring,3,3,3,0
Quantum Algorithsm,dwave-examples/factoring,4,604,123,481
Quantum Algorithsm,dwave-examples/factoring,5,350,243,107
Quantum Algorithsm,dwave-examples/factoring,6,445,238,207
Quantum Algorithsm,dwave-examples/factoring,7,12,9,3
Quantum Algorithsm,dwave-examples/factoring,8,0,0,0
Quantum Algorithsm,dwave-examples/factoring,9,68,23,45
ToolKit,lmacken/quantumrandom,0,1219,911,308
ToolKit,lmacken/quantumrandom,1,22,16,6
ToolKit,lmacken/quantumrandom,2,335,285,50
ToolKit,lmacken/quantumrandom,3,55,42,13
ToolKit,lmacken/quantumrandom,4,2,1,1
ToolKit,QInfer/python-qinfer,0,5063,3952,1111
ToolKit,QInfer/python-qinfer,1,12450,8481,3969
ToolKit,QInfer/python-qinfer,2,1480,1169,311
ToolKit,QInfer/python-qinfer,3,77,67,10
ToolKit,QInfer/python-qinfer,4,1040,881,159
ToolKit,QInfer/python-qinfer,5,3463,3151,312
ToolKit,QInfer/python-qinfer,6,1613,1422,191
ToolKit,QInfer/python-qinfer,7,1707,1564,143
ToolKit,QInfer/python-qinfer,8,1426,1118,308
ToolKit,QInfer/python-qinfer,9,1568,1312,256
ToolKit,zoran-cuckovic/QGIS-visibility-analysis,0,8624,7254,1370
ToolKit,zoran-cuckovic/QGIS-visibility-analysis,1,2219,1435,784
ToolKit,zoran-cuckovic/QGIS-visibility-analysis,2,834,584,250
ToolKit,zoran-cuckovic/QGIS-visibility-analysis,3,989,519,470
ToolKit,zoran-cuckovic/QGIS-visibility-analysis,4,9546,4110,5436
ToolKit,zoran-cuckovic/QGIS-visibility-analysis,5,510,125,385
ToolKit,zoran-cuckovic/QGIS-visibility-analysis,6,5,3,2
ToolKit,zoran-cuckovic/QGIS-visibility-analysis,7,0,0,0
ToolKit,zoran-cuckovic/QGIS-visibility-analysis,8,225,225,0
ToolKit,zoran-cuckovic/QGIS-visibility-analysis,9,204,204,0
Simulator,microsoft/qmt,0,25365,24822,543
Simulator,microsoft/qmt,1,69633,59071,10562
Simulator,microsoft/qmt,2,63365,24457,38908
Simulator,microsoft/qmt,3,2862,1974,888
Simulator,microsoft/qmt,4,66637,8601,58036
Simulator,microsoft/qmt,5,72,26,46
Simulator,microsoft/qmt,6,513,242,271
Simulator,microsoft/qmt,7,0,0,0
Simulator,microsoft/qmt,8,15,15,0
Simulator,microsoft/qmt,9,38,32,6
Simulator,Approximates/dotBloch,0,74720,42050,32670
Simulator,Approximates/dotBloch,1,702,495,207
Simulator,Approximates/dotBloch,2,7547,5711,1836
Simulator,Approximates/dotBloch,3,16477,11453,5024
Simulator,Approximates/dotBloch,4,6259,5142,1117
Simulator,Approximates/dotBloch,5,242,240,2
Simulator,Approximates/dotBloch,6,196,43,153
Simulator,Approximates/dotBloch,7,427,351,76
Simulator,Approximates/dotBloch,8,61,60,1
ToolKit,qucat/qucat,0,24595,13868,10727
ToolKit,qucat/qucat,1,542290,316053,226237
ToolKit,qucat/qucat,2,27830,15737,12093
ToolKit,qucat/qucat,3,136922,74651,62271
ToolKit,qucat/qucat,4,305951,213674,92277
ToolKit,Qiskit/qiskit-ignis,0,3173,2959,214
ToolKit,Qiskit/qiskit-ignis,1,4375,2900,1475
ToolKit,Qiskit/qiskit-ignis,2,43987,24320,19667
ToolKit,Qiskit/qiskit-ignis,3,332228,167775,164453
ToolKit,Qiskit/qiskit-ignis,4,9052,6888,2164
ToolKit,Qiskit/qiskit-ignis,5,6907,4513,2394
ToolKit,Qiskit/qiskit-ignis,6,11633,7449,4184
ToolKit,Qiskit/qiskit-ignis,7,5630,2927,2703
ToolKit,Qiskit/qiskit-ignis,8,83,70,13
ToolKit,Qiskit/qiskit-ignis,9,32,32,0
Quantum Algorithsm,PanPalitta/phase_estimation,0,9229,6942,2287
Quantum Algorithsm,PanPalitta/phase_estimation,1,1306,846,460
Quantum Algorithsm,PanPalitta/phase_estimation,2,79873,41436,38437
Quantum Algorithsm,PanPalitta/phase_estimation,3,2725,1498,1227
Quantum Algorithsm,PanPalitta/phase_estimation,4,1800,592,1208
Quantum Algorithsm,PanPalitta/phase_estimation,5,149,74,75
Quantum Algorithsm,PanPalitta/phase_estimation,6,77,52,25
Quantum Algorithsm,PanPalitta/phase_estimation,7,254,157,97
Quantum Algorithsm,ProjectQ-Framework/FermiLib,0,21081,18294,2787
Quantum Algorithsm,ProjectQ-Framework/FermiLib,1,2,1,1
Quantum Algorithsm,ProjectQ-Framework/FermiLib,2,1844,1843,1
Quantum Algorithsm,ProjectQ-Framework/FermiLib,3,164,88,76
Quantum Algorithsm,ProjectQ-Framework/FermiLib,4,17,1,16
Quantum Algorithsm,ProjectQ-Framework/FermiLib,5,757,757,0
Quantum Algorithsm,ProjectQ-Framework/FermiLib,6,5,1,4
Quantum Algorithsm,ProjectQ-Framework/FermiLib,7,5,0,5
Quantum Algorithsm,ProjectQ-Framework/FermiLib,8,31,17,14
Quantum Algorithsm,ProjectQ-Framework/FermiLib,9,124,110,14
Assembly,XanaduAI/blackbird,0,41173,31574,9599
Assembly,XanaduAI/blackbird,1,14438,9548,4890
Assembly,XanaduAI/blackbird,2,470,306,164
Assembly,XanaduAI/blackbird,3,1238,635,603
Assembly,XanaduAI/blackbird,4,4388,2532,1856
Assembly,XanaduAI/blackbird,5,505,237,268
Full-stack Library,softwareQinc/staq,0,130637,117082,13555
Full-stack Library,softwareQinc/staq,1,729432,727630,1802
Full-stack Library,softwareQinc/staq,2,435881,34625,401256
Full-stack Library,softwareQinc/staq,3,148660,82474,66186
Full-stack Library,softwareQinc/staq,4,51,41,10
Full-stack Library,softwareQinc/staq,5,2,1,1
Full-stack Library,softwareQinc/staq,6,21,12,9
Full-stack Library,softwareQinc/staq,7,11,11,0
Full-stack Library,softwareQinc/staq,8,23,8,15
Full-stack Library,softwareQinc/staq,9,10,5,5
Quantum-Chemistry,ericchansen/q2mm,0,6377,5276,1101
Quantum-Chemistry,ericchansen/q2mm,1,7794,4692,3102
Quantum-Chemistry,ericchansen/q2mm,2,13320,7099,6221
Quantum-Chemistry,ericchansen/q2mm,3,1966,1163,803
Quantum-Chemistry,ericchansen/q2mm,4,6717,3484,3233
Quantum-Chemistry,ericchansen/q2mm,5,2896,1964,932
Quantum-Chemistry,ericchansen/q2mm,6,1139,836,303
Quantum-Chemistry,ericchansen/q2mm,7,151633,97673,53960
Quantum-Chemistry,ericchansen/q2mm,8,103801,95634,8167
Quantum-Chemistry,ericchansen/q2mm,9,32572,32313,259
Quantum-Chemistry,aoterodelaroza/critic2,0,866507,855040,11467
Quantum-Chemistry,aoterodelaroza/critic2,1,20480,13708,6772
Quantum-Chemistry,aoterodelaroza/critic2,2,9275,7072,2203
Quantum-Chemistry,aoterodelaroza/critic2,3,7149,4680,2469
Quantum-Chemistry,aoterodelaroza/critic2,4,10370,5968,4402
Quantum-Chemistry,aoterodelaroza/critic2,5,80870,75743,5127
Quantum-Chemistry,aoterodelaroza/critic2,6,87479,46920,40559
Quantum-Chemistry,aoterodelaroza/critic2,7,27952,18315,9637
Quantum-Chemistry,aoterodelaroza/critic2,8,265366,167543,97823
Quantum-Chemistry,aoterodelaroza/critic2,9,4936,2858,2078
ToolKit,orbkit/orbkit,0,37728,29383,8345
ToolKit,orbkit/orbkit,1,5435,3524,1911
ToolKit,orbkit/orbkit,2,18091,14072,4019
ToolKit,orbkit/orbkit,3,746,622,124
ToolKit,orbkit/orbkit,4,10272,6617,3655
ToolKit,orbkit/orbkit,5,10757,7817,2940
ToolKit,orbkit/orbkit,6,59400,27702,31698
ToolKit,orbkit/orbkit,7,8727,6077,2650
ToolKit,orbkit/orbkit,8,926,648,278
ToolKit,orbkit/orbkit,9,3128,2255,873
Quantum Algorithsm,JoshuaSBrown/QC_Tools,0,2583,2364,219
Quantum Algorithsm,JoshuaSBrown/QC_Tools,1,41,38,3
Quantum Algorithsm,JoshuaSBrown/QC_Tools,2,344,174,170
Quantum Algorithsm,JoshuaSBrown/QC_Tools,3,4250,2630,1620
Quantum Algorithsm,JoshuaSBrown/QC_Tools,4,15678,10689,4989
Quantum Algorithsm,JoshuaSBrown/QC_Tools,5,1957,1107,850
Quantum Algorithsm,JoshuaSBrown/QC_Tools,6,241,152,89
Quantum Algorithsm,JoshuaSBrown/QC_Tools,7,11780,5835,5945
Quantum Algorithsm,JoshuaSBrown/QC_Tools,8,69,62,7
Quantum Algorithsm,JoshuaSBrown/QC_Tools,9,6,3,3
Experimentation,zlatko-minev/pyEPR,0,5076,4483,593
Experimentation,zlatko-minev/pyEPR,1,110,85,25
Experimentation,zlatko-minev/pyEPR,2,1281,1016,265
Experimentation,zlatko-minev/pyEPR,3,2479,1917,562
Experimentation,zlatko-minev/pyEPR,4,5111,3561,1550
Experimentation,zlatko-minev/pyEPR,5,32613,21158,11455
Experimentation,zlatko-minev/pyEPR,6,862,648,214
Experimentation,zlatko-minev/pyEPR,7,169,165,4
Experimentation,zlatko-minev/pyEPR,8,13,11,2
Experimentation,zlatko-minev/pyEPR,9,2,1,1
Simulator,Qiskit/qiskit-jku-provider,0,16042,13159,2883
Simulator,Qiskit/qiskit-jku-provider,1,741,501,240
Simulator,Qiskit/qiskit-jku-provider,2,1235,921,314
Simulator,Qiskit/qiskit-jku-provider,3,4,2,2
Simulator,Qiskit/qiskit-jku-provider,4,3,2,1
Simulator,Qiskit/qiskit-jku-provider,5,2,1,1
Simulator,Qiskit/qiskit-jku-provider,6,2,1,1
Simulator,Qiskit/qiskit-jku-provider,7,0,0,0
Simulator,Qiskit/qiskit-jku-provider,8,0,0,0
Simulator,Qiskit/qiskit-jku-provider,9,18,9,9
Compiler,Quantomatic/pyzx,0,838737,578940,259797
Compiler,Quantomatic/pyzx,1,1779052,1241740,537312
