Category,Severity,Frequency,Total,Percentage
Simulator,Blocker,7.110352673492606e-07,0.006701953132856475,0.011
Simulator,Blocker,7.110352673492606e-07,0.006701953132856475,0.011
Simulator,Blocker,7.110352673492606e-07,0.006701953132856475,0.011
Simulator,Blocker,0.0,0.006701953132856475,0.0
Simulator,Blocker,0.0,0.006701953132856475,0.0
Simulator,Blocker,0.0,0.006701953132856475,0.0
Simulator,Blocker,0.0,0.006701953132856475,0.0
Simulator,Blocker,0.0,0.006701953132856475,0.0
Simulator,Blocker,0.0,0.006701953132856475,0.0
Simulator,Blocker,0.0,0.006701953132856475,0.0
Simulator,Blocker,0.0,0.006701953132856475,0.0
Simulator,Blocker,0.0,0.006701953132856475,0.0
Simulator,Blocker,0.0,0.006701953132856475,0.0
Simulator,Blocker,0.0,0.006701953132856475,0.0
Simulator,Blocker,0.0,0.006701953132856475,0.0
Simulator,Blocker,0.0,0.006701953132856475,0.0
Simulator,Blocker,0.0,0.006701953132856475,0.0
Simulator,Blocker,0.0,0.006701953132856475,0.0
Simulator,Blocker,0.0,0.006701953132856475,0.0
Simulator,Blocker,1.8091828954679968e-08,0.006701953132856475,0.0
Simulator,Blocker,0.0,0.006701953132856475,0.0
Simulator,Blocker,1.3044758429709252e-08,0.006701953132856475,0.0
Simulator,Blocker,1.2164720745801651e-08,0.006701953132856475,0.0
Simulator,Blocker,6.394235687873606e-09,0.006701953132856475,0.0
Simulator,Blocker,7.439467971761905e-09,0.006701953132856475,0.0
Simulator,Blocker,0.0,0.006701953132856475,0.0
Simulator,Blocker,0.0,0.006701953132856475,0.0
Simulator,Blocker,0.0,0.006701953132856475,0.0
Simulator,Blocker,0.0,0.006701953132856475,0.0
Simulator,Blocker,0.0,0.006701953132856475,0.0
Simulator,Blocker,0.0,0.006701953132856475,0.0
Simulator,Blocker,0.0,0.006701953132856475,0.0
Simulator,Blocker,9.903558206984366e-07,0.006701953132856475,0.015
Simulator,Blocker,1.6645780175826998e-08,0.006701953132856475,0.0
Simulator,Blocker,3.0721966205837175e-07,0.006701953132856475,0.005
Simulator,Blocker,2.920470964370254e-07,0.006701953132856475,0.004
Simulator,Blocker,4.1432592827287016e-07,0.006701953132856475,0.006
Simulator,Blocker,3.1707781089479356e-07,0.006701953132856475,0.005
Simulator,Blocker,3.659853239885081e-07,0.006701953132856475,0.005
Simulator,Blocker,6.236746912810278e-07,0.006701953132856475,0.009
Simulator,Blocker,1.0469324878107146e-06,0.006701953132856475,0.016
Simulator,Blocker,1.0237510237510238e-06,0.006701953132856475,0.015
Simulator,Blocker,1.013405912499638e-06,0.006701953132856475,0.015
Simulator,Blocker,1.0155229943420862e-06,0.006701953132856475,0.015
Simulator,Blocker,9.810241892535807e-07,0.006701953132856475,0.015
Simulator,Blocker,9.63020030816641e-07,0.006701953132856475,0.014
Simulator,Blocker,9.661302343555911e-07,0.006701953132856475,0.014
Simulator,Blocker,0.0,0.006701953132856475,0.0
Simulator,Blocker,0.0,0.006701953132856475,0.0
Simulator,Blocker,1.9286403085824492e-06,0.006701953132856475,0.029
Simulator,Blocker,1.5632515632515632e-06,0.006701953132856475,0.023
Simulator,Blocker,1.3333460318669702e-06,0.006701953132856475,0.02
Simulator,Blocker,8.4393116118436e-07,0.006701953132856475,0.013
Simulator,Blocker,1.615796021910194e-07,0.006701953132856475,0.002
Simulator,Blocker,8.248783304462591e-08,0.006701953132856475,0.001
Simulator,Blocker,2.4572376818994127e-05,0.006701953132856475,0.367
