Category,Project,Severity,Frequency,Total,Percentage
Full-stack Library,qiskit-terra,NBlocker,1.0566749965099906e-06,3.468336833861686e-05,3.047
Full-stack Library,Quantum,Critical,3.210754894738168e-05,6.757218630372673e-05,47.516
Full-stack Library,Quantum,Major,2.9977967808512518e-05,6.757218630372673e-05,44.364
Full-stack Library,Quantum,Minor,5.486669547832528e-06,6.757218630372673e-05,8.12
Full-stack Library,Quantum,NBlocker,0.0,6.757218630372673e-05,0.0
Full-stack Library,QuantumLibraries,Critical,0.00010549296366371946,0.00012399027454807,85.082
Full-stack Library,QuantumLibraries,Major,1.4335794843967585e-05,0.00012399027454807,11.562
Full-stack Library,QuantumLibraries,Minor,4.161516040382958e-06,0.00012399027454807,3.356
Full-stack Library,QuantumLibraries,NBlocker,0.0,0.00012399027454807,0.0
Full-stack Library,Quantum-NC,Critical,0.0,0.0,0
Full-stack Library,Quantum-NC,Major,0.0,0.0,0
Full-stack Library,Quantum-NC,Minor,0.0,0.0,0
Full-stack Library,Quantum-NC,NBlocker,0.0,0.0,0
Full-stack Library,pyquil,Critical,1.157271749027915e-06,9.978303963226488e-06,11.598
Full-stack Library,pyquil,Major,3.012735150025258e-06,9.978303963226488e-06,30.193
Full-stack Library,pyquil,Minor,6.886132803396679e-07,9.978303963226488e-06,6.901
Full-stack Library,pyquil,NBlocker,5.119683783833647e-06,9.978303963226488e-06,51.308
Full-stack Library,qiskit,Critical,1.895191716196172e-05,7.025331173146325e-05,26.977
Full-stack Library,qiskit,Major,4.77947911049481e-05,7.025331173146325e-05,68.032
Full-stack Library,qiskit,Minor,1.623221975427695e-06,7.025331173146325e-05,2.311
Full-stack Library,qiskit,NBlocker,1.8833814891257396e-06,7.025331173146325e-05,2.681
Full-stack Library,qiskit-ibmq-provider,Critical,4.014589255052715e-05,6.600752942111364e-05,60.82
Full-stack Library,qiskit-ibmq-provider,Major,2.1355346858626363e-05,6.600752942111364e-05,32.353
Full-stack Library,qiskit-ibmq-provider,Minor,4.378595661158202e-06,6.600752942111364e-05,6.633
Full-stack Library,qiskit-ibmq-provider,NBlocker,1.2769435080192053e-07,6.600752942111364e-05,0.193
Full-stack Library,qiskit-js,Critical,8.252372785922806e-10,1.3983091855800143e-07,0.59
Full-stack Library,qiskit-js,Major,1.302058017195693e-07,1.3983091855800143e-07,93.117
Full-stack Library,qiskit-js,Minor,8.17288162084704e-09,1.3983091855800143e-07,5.845
Full-stack Library,qiskit-js,NBlocker,6.269979389928091e-10,1.3983091855800143e-07,0.448
Full-stack Library,qiskit-vscode,Critical,7.180478182943028e-06,3.0972926369870286e-05,23.183
Full-stack Library,qiskit-vscode,Major,1.0661078947187981e-05,3.0972926369870286e-05,34.421
Full-stack Library,qiskit-vscode,Minor,1.3131369239739273e-05,3.0972926369870286e-05,42.396
Full-stack Library,qiskit-vscode,NBlocker,0.0,3.0972926369870286e-05,0.0
Full-stack Library,rpcq,Critical,2.795808406821855e-05,3.945123669195631e-05,70.867
Full-stack Library,rpcq,Major,8.493352361599347e-06,3.945123669195631e-05,21.529
Full-stack Library,rpcq,Minor,2.9998002621384128e-06,3.945123669195631e-05,7.604
Full-stack Library,rpcq,NBlocker,0.0,3.945123669195631e-05,0.0
Full-stack Library,ProjectQ,Critical,1.860321447614296e-05,4.7104948869871586e-05,39.493
Full-stack Library,ProjectQ,Major,1.5981883026785825e-05,4.7104948869871586e-05,33.928
Full-stack Library,ProjectQ,Minor,9.372897972521203e-06,4.7104948869871586e-05,19.898
Full-stack Library,ProjectQ,NBlocker,3.1469533944216024e-06,4.7104948869871586e-05,6.681
Full-stack Library,qp2,Critical,1.4958711249492352e-05,3.54000270745905e-05,42.256
Full-stack Library,qp2,Major,1.4552592392040072e-05,3.54000270745905e-05,41.109
Full-stack Library,qp2,Minor,2.504399620955733e-06,3.54000270745905e-05,7.075
Full-stack Library,qp2,NBlocker,3.3843238121023414e-06,3.54000270745905e-05,9.56
Full-stack Library,strawberryfields,Critical,3.901976737009242e-06,1.5080179255120341e-05,25.875
Full-stack Library,strawberryfields,Major,6.233803725968738e-06,1.5080179255120341e-05,41.338
Full-stack Library,strawberryfields,Minor,4.729291251556701e-06,1.5080179255120341e-05,31.361
Full-stack Library,strawberryfields,NBlocker,2.151075405856602e-07,1.5080179255120341e-05,1.426
Full-stack Library,Blueqat,Critical,1.7762723720022554e-05,5.392105311725955e-05,32.942
Full-stack Library,Blueqat,Major,3.846654931448788e-06,5.392105311725955e-05,7.134
Full-stack Library,Blueqat,Minor,4.29387791609542e-06,5.392105311725955e-05,7.963
Full-stack Library,Blueqat,NBlocker,2.8017796549692782e-05,5.392105311725955e-05,51.961
Full-stack Library,Cirq,Critical,1.8623645012530418e-05,2.77590997384745e-05,67.09
Full-stack Library,Cirq,Major,6.2002359769291464e-06,2.77590997384745e-05,22.336
Full-stack Library,Cirq,Minor,2.390707357895674e-06,2.77590997384745e-05,8.612
Full-stack Library,Cirq,NBlocker,5.445113911192623e-07,2.77590997384745e-05,1.962
Full-stack Library,staq,Critical,3.824471651724738e-06,1.3087640002980109e-05,29.222
Full-stack Library,staq,Major,7.822782923982417e-06,1.3087640002980109e-05,59.772
Full-stack Library,staq,Minor,1.4403854272729532e-06,1.3087640002980109e-05,11.006
Full-stack Library,staq,NBlocker,0.0,1.3087640002980109e-05,0.0
Quantum Algorithsm,qrefine,Critical,4.077147212275394e-06,1.7063321953326482e-05,23.894
Quantum Algorithsm,qrefine,Major,1.0248985719387464e-05,1.7063321953326482e-05,60.064
Quantum Algorithsm,qrefine,Minor,2.118488529133283e-06,1.7063321953326482e-05,12.415
Quantum Algorithsm,qrefine,NBlocker,6.187004925303415e-07,1.7063321953326482e-05,3.626
Quantum Algorithsm,QNET,Critical,4.575575370450209e-06,1.5239388957249019e-05,30.025
Quantum Algorithsm,QNET,Major,6.033824041346868e-06,1.5239388957249019e-05,39.594
Quantum Algorithsm,QNET,Minor,2.7306621687492467e-06,1.5239388957249019e-05,17.918
Quantum Algorithsm,QNET,NBlocker,1.8993273767026968e-06,1.5239388957249019e-05,12.463
Quantum Algorithsm,qiskit-aqua,Critical,2.0090174780893035e-05,3.66324710437188e-05,54.843
Quantum Algorithsm,qiskit-aqua,Major,1.1410939313216962e-05,3.66324710437188e-05,31.15
Quantum Algorithsm,qiskit-aqua,Minor,3.6147449290647736e-06,3.66324710437188e-05,9.868
Quantum Algorithsm,qiskit-aqua,NBlocker,1.5166120205440317e-06,3.66324710437188e-05,4.14
Quantum Algorithsm,OpenFermion,Critical,1.4440816821480661e-05,2.9259645359245697e-05,49.354
Quantum Algorithsm,OpenFermion,Major,6.958724762844151e-06,2.9259645359245697e-05,23.783
Quantum Algorithsm,OpenFermion,Minor,5.51003049464932e-06,2.9259645359245697e-05,18.832
Quantum Algorithsm,OpenFermion,NBlocker,2.3500732802715636e-06,2.9259645359245697e-05,8.032
Quantum Algorithsm,grove,Critical,1.2696432514230679e-05,5.0626897126624094e-05,25.078
Quantum Algorithsm,grove,Major,2.5443593840737597e-05,5.0626897126624094e-05,50.257
Quantum Algorithsm,grove,Minor,9.748463245808198e-06,5.0626897126624094e-05,19.256
Quantum Algorithsm,grove,NBlocker,2.7384075258476216e-06,5.0626897126624094e-05,5.409
Quantum Algorithsm,netket,Critical,1.0714409760844897e-05,7.567387659347477e-05,14.159
Quantum Algorithsm,netket,Major,5.180955844416715e-05,7.567387659347477e-05,68.464
Quantum Algorithsm,netket,Minor,1.0011051178050854e-05,7.567387659347477e-05,13.229
Quantum Algorithsm,netket,NBlocker,3.138857210411879e-06,7.567387659347477e-05,4.148
Quantum Algorithsm,thewalrus,Critical,9.829407817591615e-07,1.4675370427626126e-05,6.698
Quantum Algorithsm,thewalrus,Major,1.027383979994553e-05,1.4675370427626126e-05,70.007
Quantum Algorithsm,thewalrus,Minor,3.0230753435728466e-06,1.4675370427626126e-05,20.6
Quantum Algorithsm,thewalrus,NBlocker,3.955145023485886e-07,1.4675370427626126e-05,2.695
Quantum Algorithsm,krotov,Critical,6.340961328684566e-06,3.6347811487559586e-05,17.445
Quantum Algorithsm,krotov,Major,1.9849208155026106e-05,3.6347811487559586e-05,54.609
Quantum Algorithsm,krotov,Minor,1.0157642003848915e-05,3.6347811487559586e-05,27.946
Quantum Algorithsm,krotov,NBlocker,0.0,3.6347811487559586e-05,0.0
Quantum Algorithsm,pomerol,Critical,0.0,0.00013653717161834345,0.0
Quantum Algorithsm,pomerol,Major,0.00013579076370641958,0.00013653717161834345,99.453
Quantum Algorithsm,pomerol,Minor,7.464079119238663e-07,0.00013653717161834345,0.547
Quantum Algorithsm,pomerol,NBlocker,0.0,0.00013653717161834345,0.0
Quantum Algorithsm,EDLib,Critical,0.0,7.343977984910481e-05,0.0
Quantum Algorithsm,EDLib,Major,6.493312137315053e-05,7.343977984910481e-05,88.417
Quantum Algorithsm,EDLib,Minor,8.506658475954279e-06,7.343977984910481e-05,11.583
Quantum Algorithsm,EDLib,NBlocker,0.0,7.343977984910481e-05,0.0
Quantum Algorithsm,factoring,Critical,3.519018163019666e-05,0.00014110480665372916,24.939
Quantum Algorithsm,factoring,Major,0.0,0.00014110480665372916,0.0
Quantum Algorithsm,factoring,Minor,6.008478549632199e-06,0.00014110480665372916,4.258
Quantum Algorithsm,factoring,NBlocker,9.99061464739003e-05,0.00014110480665372916,70.803
Quantum Algorithsm,phase_estimation,Critical,0.0,0.0,0
Quantum Algorithsm,phase_estimation,Major,0.0,0.0,0
Quantum Algorithsm,phase_estimation,Minor,0.0,0.0,0
Quantum Algorithsm,phase_estimation,NBlocker,0.0,0.0,0
Quantum Algorithsm,FermiLib,Critical,2.3425246648115357e-05,4.614217050341513e-05,50.768
Quantum Algorithsm,FermiLib,Major,1.1484948140652669e-05,4.614217050341513e-05,24.89
Quantum Algorithsm,FermiLib,Minor,9.208196306602581e-06,4.614217050341513e-05,19.956
Quantum Algorithsm,FermiLib,NBlocker,2.0237794080445233e-06,4.614217050341513e-05,4.386
Quantum Algorithsm,QC_Tools,Critical,0.0,0.0,0
Quantum Algorithsm,QC_Tools,Major,0.0,0.0,0
Quantum Algorithsm,QC_Tools,Minor,0.0,0.0,0
Quantum Algorithsm,QC_Tools,NBlocker,0.0,0.0,0
Cryptography,QRL,Critical,1.8878182030865143e-06,6.938160345261324e-06,27.209
Cryptography,QRL,Major,3.2271389993705893e-06,6.938160345261324e-06,46.513
Cryptography,QRL,Minor,1.6398549232308178e-06,6.938160345261324e-06,23.635
Cryptography,QRL,NBlocker,1.8334821957340288e-07,6.938160345261324e-06,2.643
Cryptography,codecrypt,Critical,0.0,0.0,0
Cryptography,codecrypt,Major,0.0,0.0,0
Cryptography,codecrypt,Minor,0.0,0.0,0
Cryptography,codecrypt,NBlocker,0.0,0.0,0
Cryptography,pqm4,Critical,4.603655399495807e-05,0.00017295943304007817,26.617
Cryptography,pqm4,Major,0.00011776830272161342,0.00017295943304007817,68.09
Cryptography,pqm4,Minor,9.154576323506714e-06,0.00017295943304007817,5.293
Cryptography,pqm4,NBlocker,0.0,0.00017295943304007817,0.0
Cryptography,quantum,Critical,0.0,0.0,0
Cryptography,quantum,Major,0.0,0.0,0
Cryptography,quantum,Minor,0.0,0.0,0
Cryptography,quantum,NBlocker,0.0,0.0,0
