Category,Type,Frequency,Total,Percentage
ToolKit,Smells,1.904318201671374e-05,0.006934570859860887,0.275
ToolKit,Smells,2.3832999014041412e-05,0.006934570859860887,0.344
ToolKit,Smells,2.18360756573889e-05,0.006934570859860887,0.315
ToolKit,Smells,2.1194752260858488e-05,0.006934570859860887,0.306
ToolKit,Smells,2.1315284372158805e-05,0.006934570859860887,0.307
ToolKit,Smells,2.409009113600743e-05,0.006934570859860887,0.347
ToolKit,Smells,2.4154865235267246e-05,0.006934570859860887,0.348
ToolKit,Smells,6.865671641791044e-05,0.006934570859860887,0.99
ToolKit,Smells,3.103610322211552e-05,0.006934570859860887,0.448
ToolKit,Smells,1.8816222141030326e-05,0.006934570859860887,0.271
ToolKit,Smells,1.2468672976947454e-05,0.006934570859860887,0.18
ToolKit,Smells,2.0029045140989956e-05,0.006934570859860887,0.289
ToolKit,Smells,2.172520239967383e-05,0.006934570859860887,0.313
ToolKit,Smells,2.5083884418672836e-05,0.006934570859860887,0.362
ToolKit,Smells,2.5485590961025772e-05,0.006934570859860887,0.368
ToolKit,Smells,5.3247625443730214e-05,0.006934570859860887,0.768
ToolKit,Smells,4.5045045045045046e-05,0.006934570859860887,0.65
ToolKit,Smells,4.291087740845935e-05,0.006934570859860887,0.619
ToolKit,Smells,1.995855140391661e-06,0.006934570859860887,0.029
ToolKit,Smells,1.2487725450222502e-05,0.006934570859860887,0.18
ToolKit,Smells,1.815171766219994e-06,0.006934570859860887,0.026
ToolKit,Smells,3.8999474915270417e-05,0.006934570859860887,0.562
ToolKit,Smells,3.9093050647820966e-05,0.006934570859860887,0.564
ToolKit,Smells,4.16778861350785e-05,0.006934570859860887,0.601
ToolKit,Smells,4.169417323928981e-05,0.006934570859860887,0.601
ToolKit,Smells,4.157353091350572e-05,0.006934570859860887,0.6
ToolKit,Smells,4.095192199243302e-05,0.006934570859860887,0.591
ToolKit,Smells,4.061005870604612e-05,0.006934570859860887,0.586
ToolKit,Smells,4.4638166945993944e-05,0.006934570859860887,0.644
ToolKit,Smells,4.519774011299435e-05,0.006934570859860887,0.652
ToolKit,Smells,4.631980496924223e-05,0.006934570859860887,0.668
ToolKit,Smells,1.3748189120612772e-05,0.006934570859860887,0.198
ToolKit,Smells,8.588025220116922e-06,0.006934570859860887,0.124
ToolKit,Smells,8.341532527844465e-06,0.006934570859860887,0.12
ToolKit,Smells,1.220540309287431e-05,0.006934570859860887,0.176
ToolKit,Smells,1.2759544954853691e-05,0.006934570859860887,0.184
ToolKit,Smells,1.3566148540282417e-05,0.006934570859860887,0.196
ToolKit,Smells,1.357138423981629e-05,0.006934570859860887,0.196
ToolKit,Smells,1.3695025127122424e-05,0.006934570859860887,0.197
ToolKit,Smells,1.4091657259615688e-05,0.006934570859860887,0.203
ToolKit,Smells,1.407016991818754e-05,0.006934570859860887,0.203
ToolKit,Smells,0.00013601741022850925,0.006934570859860887,1.961
ToolKit,Smells,0.00013034410844629823,0.006934570859860887,1.88
ToolKit,Smells,9.933774834437086e-05,0.006934570859860887,1.433
ToolKit,Smells,9.512937595129375e-05,0.006934570859860887,1.372
ToolKit,Smells,5.085314795797457e-06,0.006934570859860887,0.073
ToolKit,Smells,1.8976304949037421e-06,0.006934570859860887,0.027
ToolKit,Smells,1.9644249064386658e-06,0.006934570859860887,0.028
ToolKit,Smells,1.6842830611813654e-06,0.006934570859860887,0.024
ToolKit,Smells,1.6842830611813654e-06,0.006934570859860887,0.024
ToolKit,Smells,0.00013515687851971037,0.006934570859860887,1.949
ToolKit,Smells,0.0001459521094640821,0.006934570859860887,2.105
ToolKit,Smells,6.622889305816135e-05,0.006934570859860887,0.955
ToolKit,Smells,3.8679969301611666e-05,0.006934570859860887,0.558
ToolKit,Smells,3.952689813048455e-05,0.006934570859860887,0.57
ToolKit,Smells,2.5437366206540194e-05,0.006934570859860887,0.367
ToolKit,Smells,2.2679262300918562e-05,0.006934570859860887,0.327
ToolKit,Smells,2.376894375604588e-05,0.006934570859860887,0.343
ToolKit,Smells,8.30895119767854e-06,0.006934570859860887,0.12
ToolKit,Smells,1.8690399323267465e-05,0.006934570859860887,0.27
ToolKit,Smells,2.1841513593406526e-06,0.006934570859860887,0.031
ToolKit,Smells,1.8697560856653858e-06,0.006934570859860887,0.027
ToolKit,Smells,1.910867951287069e-06,0.006934570859860887,0.028
ToolKit,Smells,2.143990099607862e-06,0.006934570859860887,0.031
ToolKit,Smells,6.291752253002461e-07,0.006934570859860887,0.009
ToolKit,Smells,1.705621614707604e-05,0.006934570859860887,0.246
ToolKit,Smells,1.6812370811293567e-05,0.006934570859860887,0.242
ToolKit,Smells,3.4330096339855444e-05,0.006934570859860887,0.495
ToolKit,Smells,3.381520508577898e-05,0.006934570859860887,0.488
ToolKit,Smells,2.8107519659050112e-05,0.006934570859860887,0.405
ToolKit,Smells,2.8267667292057536e-05,0.006934570859860887,0.408
ToolKit,Smells,2.85687257591524e-05,0.006934570859860887,0.412
ToolKit,Smells,2.8911422606620937e-05,0.006934570859860887,0.417
ToolKit,Smells,2.9079227584886697e-05,0.006934570859860887,0.419
ToolKit,Smells,2.8328930025828797e-05,0.006934570859860887,0.409
ToolKit,Smells,4.635082818545462e-06,0.006934570859860887,0.067
ToolKit,Smells,4.5906033420455706e-06,0.006934570859860887,0.066
ToolKit,Smells,4.542135120592687e-06,0.006934570859860887,0.065
ToolKit,Smells,4.659058233849109e-06,0.006934570859860887,0.067
ToolKit,Smells,4.641662138725814e-06,0.006934570859860887,0.067
ToolKit,Smells,4.523635985771795e-06,0.006934570859860887,0.065
ToolKit,Smells,5.664925672961029e-05,0.006934570859860887,0.817
ToolKit,Smells,2.2847471969536705e-05,0.006934570859860887,0.329
ToolKit,Smells,3.9120697039268134e-05,0.006934570859860887,0.564
ToolKit,Smells,2.5371756742898164e-05,0.006934570859860887,0.366
ToolKit,Smells,2.8847157016171102e-05,0.006934570859860887,0.416
ToolKit,Smells,3.45995401701016e-05,0.006934570859860887,0.499
ToolKit,Smells,3.4659137892336955e-05,0.006934570859860887,0.5
ToolKit,Smells,3.481650759510687e-05,0.006934570859860887,0.502
ToolKit,Smells,3.5563274398738254e-05,0.006934570859860887,0.513
ToolKit,Smells,3.0096129668671787e-05,0.006934570859860887,0.434
ToolKit,Smells,4.558399785565905e-05,0.006934570859860887,0.657
ToolKit,Smells,4.887714663143989e-05,0.006934570859860887,0.705
ToolKit,Smells,4.9979073660714285e-05,0.006934570859860887,0.721
ToolKit,Smells,5.078205746572039e-05,0.006934570859860887,0.732
Assembly,Bugs,1.785265607849879e-06,0.0010163424948750335,0.176
Assembly,Bugs,0.0,0.0010163424948750335,0.0
Assembly,Bugs,2.8169014084507042e-06,0.0010163424948750335,0.277
Assembly,Bugs,3.244997295835587e-06,0.0010163424948750335,0.319
Assembly,Bugs,3.149358318242658e-06,0.0010163424948750335,0.31
Assembly,Bugs,3.149358318242658e-06,0.0010163424948750335,0.31
Assembly,Bugs,2.3937761819269896e-06,0.0010163424948750335,0.236
Assembly,Bugs,1.6501650165016502e-06,0.0010163424948750335,0.162
Assembly,Bugs,1.3190291945128387e-06,0.0010163424948750335,0.13
Assembly,Bugs,1.0657572205051688e-06,0.0010163424948750335,0.105
Assembly,Bugs,1.095290251916758e-06,0.0010163424948750335,0.108
Assembly,Bugs,2.3867902011413195e-06,0.0010163424948750335,0.235
Assembly,Bugs,1.7189883753411117e-06,0.0010163424948750335,0.169
Assembly,Bugs,2.0168669838874736e-06,0.0010163424948750335,0.198
Assembly,Bugs,1.2757452478489517e-06,0.0010163424948750335,0.126
Assembly,Bugs,1.2731525142404467e-06,0.0010163424948750335,0.125
Assembly,Bugs,1.275564437263489e-06,0.0010163424948750335,0.126
Assembly,Bugs,9.842017394854448e-07,0.0010163424948750335,0.097
Assembly,Bugs,2.1897288311316874e-06,0.0010163424948750335,0.215
Assembly,Bugs,1.7297643389718487e-06,0.0010163424948750335,0.17
Assembly,Bugs,8.076654098759426e-07,0.0010163424948750335,0.079
Assembly,Bugs,1.4189995889794294e-06,0.0010163424948750335,0.14
Assembly,Bugs,1.4189949601213485e-06,0.0010163424948750335,0.14
Assembly,Bugs,1.6391932958835988e-06,0.0010163424948750335,0.161
Assembly,Bugs,1.7345039611003382e-06,0.0010163424948750335,0.171
Assembly,Bugs,1.8964819194954079e-06,0.0010163424948750335,0.187
Assembly,Bugs,1.8608219680053133e-06,0.0010163424948750335,0.183
Assembly,Bugs,4.970178926441352e-06,0.0010163424948750335,0.489
Assembly,Bugs,2.616169629886441e-06,0.0010163424948750335,0.257
Assembly,Bugs,1.2184315463003988e-05,0.0010163424948750335,1.199
Assembly,Bugs,1.0391833241640686e-05,0.0010163424948750335,1.022
Assembly,Bugs,2.978961560965682e-05,0.0010163424948750335,2.931
Assembly,Bugs,2.408090859042065e-05,0.0010163424948750335,2.369
Assembly,Bugs,2.3179720961011746e-05,0.0010163424948750335,2.281
Assembly,Bugs,2.1216675895894312e-05,0.0010163424948750335,2.088
Assembly,Bugs,2.107795172863666e-05,0.0010163424948750335,2.074
Assembly,Bugs,2.099000527170814e-05,0.0010163424948750335,2.065
Assembly,Bugs,2.5231214555511894e-06,0.0010163424948750335,0.248
Assembly,Smells,2.4742458905830546e-05,0.0010163424948750335,2.434
Assembly,Smells,5.3519061583577715e-05,0.0010163424948750335,5.266
Assembly,Smells,3.8497652582159623e-05,0.0010163424948750335,3.788
Assembly,Smells,3.6884802595997835e-05,0.0010163424948750335,3.629
Assembly,Smells,3.196598693016298e-05,0.0010163424948750335,3.145
Assembly,Smells,3.196598693016298e-05,0.0010163424948750335,3.145
Assembly,Smells,3.237582286056254e-05,0.0010163424948750335,3.186
Assembly,Smells,3.179317931793179e-05,0.0010163424948750335,3.128
Assembly,Smells,2.7743580724586703e-05,0.0010163424948750335,2.73
Assembly,Smells,2.5897900458275604e-05,0.0010163424948750335,2.548
Assembly,Smells,2.5410733844468783e-05,0.0010163424948750335,2.5
Assembly,Smells,2.2414129797990758e-05,0.0010163424948750335,2.205
Assembly,Smells,2.299146952018737e-05,0.0010163424948750335,2.262
Assembly,Smells,3.3240955845552806e-06,0.0010163424948750335,0.327
Assembly,Smells,3.808335813949093e-06,0.0010163424948750335,0.375
Assembly,Smells,4.130672601757894e-06,0.0010163424948750335,0.406
Assembly,Smells,3.907006628210761e-06,0.0010163424948750335,0.384
Assembly,Smells,3.236930165418796e-06,0.0010163424948750335,0.318
Assembly,Smells,1.2636076005934611e-05,0.0010163424948750335,1.243
Assembly,Smells,2.277609104240246e-05,0.0010163424948750335,2.241
Assembly,Smells,1.3287521284359037e-05,0.0010163424948750335,1.307
Assembly,Smells,1.298303072215662e-05,0.0010163424948750335,1.277
Assembly,Smells,1.3027026145389897e-05,0.0010163424948750335,1.282
Assembly,Smells,1.2783865917671977e-05,0.0010163424948750335,1.258
Assembly,Smells,1.2809993861025307e-05,0.0010163424948750335,1.26
Assembly,Smells,1.2693643589251849e-05,0.0010163424948750335,1.249
Assembly,Smells,1.1834827716513792e-05,0.0010163424948750335,1.164
Assembly,Smells,3.553677932405567e-05,0.0010163424948750335,3.497
Assembly,Smells,3.7073037925951764e-06,0.0010163424948750335,0.365
Assembly,Smells,3.256535223748339e-05,0.0010163424948750335,3.204
Assembly,Smells,2.983067424659209e-05,0.0010163424948750335,2.935
Assembly,Smells,2.3175354244575033e-05,0.0010163424948750335,2.28
Assembly,Smells,2.173602756764472e-05,0.0010163424948750335,2.139
Assembly,Smells,2.4484844028602416e-05,0.0010163424948750335,2.409
Assembly,Smells,2.3051973736255043e-05,0.0010163424948750335,2.268
Assembly,Smells,2.3999782561426398e-05,0.0010163424948750335,2.361
Assembly,Smells,2.506751013996923e-05,0.0010163424948750335,2.466
Assembly,Smells,3.427150504731658e-06,0.0010163424948750335,0.337
Quantum Annealing,Bugs,2.2433261048381065e-06,0.0038329472521850877,0.059
Quantum Annealing,Bugs,1.5597886486381095e-06,0.0038329472521850877,0.041
Quantum Annealing,Bugs,3.1220730565095223e-06,0.0038329472521850877,0.081
Quantum Annealing,Bugs,2.0368903474029647e-06,0.0038329472521850877,0.053
Quantum Annealing,Bugs,0.0,0.0038329472521850877,0.0
Quantum Annealing,Bugs,7.312536709521634e-05,0.0038329472521850877,1.908
Quantum Annealing,Bugs,3.8630027877339706e-05,0.0038329472521850877,1.008
Quantum Annealing,Bugs,4.0232268768145994e-05,0.0038329472521850877,1.05
Quantum Annealing,Bugs,3.7935080172076655e-05,0.0038329472521850877,0.99
Quantum Annealing,Bugs,3.786104605776737e-05,0.0038329472521850877,0.988
Quantum Annealing,Bugs,3.580657069029162e-05,0.0038329472521850877,0.934
Quantum Annealing,Bugs,3.5793357933579336e-05,0.0038329472521850877,0.934
Quantum Annealing,Bugs,3.391608391608392e-05,0.0038329472521850877,0.885
Quantum Annealing,Bugs,3.936742934051144e-05,0.0038329472521850877,1.027
Quantum Annealing,Bugs,3.936742934051144e-05,0.0038329472521850877,1.027
Quantum Annealing,Bugs,3.936742934051144e-05,0.0038329472521850877,1.027
Quantum Annealing,Bugs,3.9407207814078816e-05,0.0038329472521850877,1.028
Quantum Annealing,Bugs,0.0,0.0038329472521850877,0.0
Quantum Annealing,Bugs,2.490839246770212e-07,0.0038329472521850877,0.006
Quantum Annealing,Bugs,0.0,0.0038329472521850877,0.0
Quantum Annealing,Bugs,1.5273004963726613e-06,0.0038329472521850877,0.04
Quantum Annealing,Bugs,1.0269470916858363e-06,0.0038329472521850877,0.027
Quantum Annealing,Bugs,5.430609913672028e-06,0.0038329472521850877,0.142
Quantum Annealing,Bugs,9.060638321969782e-07,0.0038329472521850877,0.024
Quantum Annealing,Bugs,6.171887054466903e-07,0.0038329472521850877,0.016
Quantum Annealing,Bugs,8.774367148769395e-07,0.0038329472521850877,0.023
Quantum Annealing,Bugs,8.395718183726299e-07,0.0038329472521850877,0.022
Quantum Annealing,Bugs,8.171047255889963e-07,0.0038329472521850877,0.021
Quantum Annealing,Bugs,1.9150667879542298e-07,0.0038329472521850877,0.005
Quantum Annealing,Bugs,1.8132201883935777e-07,0.0038329472521850877,0.005
Quantum Annealing,Bugs,0.0,0.0038329472521850877,0.0
Quantum Annealing,Bugs,1.09052740631688e-06,0.0038329472521850877,0.028
Quantum Annealing,Bugs,0.0,0.0038329472521850877,0.0
Quantum Annealing,Bugs,0.0,0.0038329472521850877,0.0
Quantum Annealing,Bugs,0.0,0.0038329472521850877,0.0
Quantum Annealing,Bugs,1.708914839077186e-05,0.0038329472521850877,0.446
Quantum Annealing,Bugs,1.4947683109118087e-05,0.0038329472521850877,0.39
Quantum Annealing,Bugs,0.0,0.0038329472521850877,0.0
Quantum Annealing,Bugs,9.103322712790168e-07,0.0038329472521850877,0.024
Quantum Annealing,Bugs,9.040773890245005e-07,0.0038329472521850877,0.024
Quantum Annealing,Bugs,1.2894629386860373e-06,0.0038329472521850877,0.034
Quantum Annealing,Bugs,1.258864504217196e-06,0.0038329472521850877,0.033
Quantum Annealing,Bugs,1.1831985801617038e-06,0.0038329472521850877,0.031
Quantum Annealing,Bugs,1.2857792811504758e-06,0.0038329472521850877,0.034
Quantum Annealing,Bugs,1.3784484184601812e-06,0.0038329472521850877,0.036
Quantum Annealing,Bugs,9.523809523809524e-05,0.0038329472521850877,2.485
Quantum Annealing,Bugs,2.378686964795433e-05,0.0038329472521850877,0.621
Quantum Annealing,Bugs,2.2007042253521128e-05,0.0038329472521850877,0.574
Quantum Annealing,Bugs,2.1910604732690622e-05,0.0038329472521850877,0.572
Quantum Annealing,Bugs,2.8478437754271767e-05,0.0038329472521850877,0.743
Quantum Annealing,Bugs,2.843216896831844e-05,0.0038329472521850877,0.742
Quantum Annealing,Bugs,2.8501628664495113e-05,0.0038329472521850877,0.744
Quantum Annealing,Bugs,3.184713375796178e-05,0.0038329472521850877,0.831
Quantum Annealing,Bugs,2.8325123152709358e-05,0.0038329472521850877,0.739
Quantum Annealing,Bugs,1.996506114299975e-05,0.0038329472521850877,0.521
Quantum Annealing,Bugs,2.7734442711041775e-05,0.0038329472521850877,0.724
Quantum Annealing,Bugs,2.7681660899653978e-05,0.0038329472521850877,0.722
Quantum Annealing,Bugs,3.108003108003108e-05,0.0038329472521850877,0.811
Quantum Annealing,Bugs,4.1538739389561134e-05,0.0038329472521850877,1.084
Quantum Annealing,Bugs,4.1538739389561134e-05,0.0038329472521850877,1.084
Quantum Annealing,Bugs,4.137434790429934e-05,0.0038329472521850877,1.079
Quantum Annealing,Bugs,4.0896159317211946e-05,0.0038329472521850877,1.067
Quantum Annealing,Bugs,4.0896159317211946e-05,0.0038329472521850877,1.067
Quantum Annealing,Smells,4.7745457264637705e-05,0.0038329472521850877,1.246
Quantum Annealing,Smells,3.3106514067343873e-05,0.0038329472521850877,0.864
Quantum Annealing,Smells,3.297256044680334e-05,0.0038329472521850877,0.86
Quantum Annealing,Smells,2.5212176077854474e-05,0.0038329472521850877,0.658
Quantum Annealing,Smells,4.971098265895954e-05,0.0038329472521850877,1.297
Quantum Annealing,Smells,1.373751876264439e-05,0.0038329472521850877,0.358
Quantum Annealing,Smells,2.588610115491836e-05,0.0038329472521850877,0.675
Quantum Annealing,Smells,2.6959767731231853e-05,0.0038329472521850877,0.703
Quantum Annealing,Smells,3.402424716464607e-05,0.0038329472521850877,0.888
Quantum Annealing,Smells,3.317720530835285e-05,0.0038329472521850877,0.866
Quantum Annealing,Smells,3.5437430786268e-05,0.0038329472521850877,0.925
Quantum Annealing,Smells,3.542435424354244e-05,0.0038329472521850877,0.924
Quantum Annealing,Smells,3.881118881118881e-05,0.0038329472521850877,1.013
Quantum Annealing,Smells,4.071332436069987e-05,0.0038329472521850877,1.062
Quantum Annealing,Smells,4.071332436069987e-05,0.0038329472521850877,1.062
Quantum Annealing,Smells,4.071332436069987e-05,0.0038329472521850877,1.062
Quantum Annealing,Smells,4.0754462782081506e-05,0.0038329472521850877,1.063
Quantum Annealing,Smells,0.00017083333333333333,0.0038329472521850877,4.457
Quantum Annealing,Smells,6.051355570070076e-06,0.0038329472521850877,0.158
Quantum Annealing,Smells,2.674285714285714e-05,0.0038329472521850877,0.698
Quantum Annealing,Smells,1.8123965890288913e-05,0.0038329472521850877,0.473
Quantum Annealing,Smells,1.6164147223135063e-05,0.0038329472521850877,0.422
Quantum Annealing,Smells,1.3557798543098444e-05,0.0038329472521850877,0.354
Quantum Annealing,Smells,1.5289827168324008e-05,0.0038329472521850877,0.399
Quantum Annealing,Smells,1.6355500694337294e-05,0.0038329472521850877,0.427
Quantum Annealing,Smells,1.6042467937000044e-05,0.0038329472521850877,0.419
Quantum Annealing,Smells,1.5644021549010004e-05,0.0038329472521850877,0.408
Quantum Annealing,Smells,1.6205910390848426e-05,0.0038329472521850877,0.423
Quantum Annealing,Smells,4.873844975343515e-06,0.0038329472521850877,0.127
Quantum Annealing,Smells,4.517940302747331e-06,0.0038329472521850877,0.118
Quantum Annealing,Smells,1.613414910491729e-05,0.0038329472521850877,0.421
Quantum Annealing,Smells,1.5747897326844695e-05,0.0038329472521850877,0.411
Quantum Annealing,Smells,1.8051272817304013e-05,0.0038329472521850877,0.471
Quantum Annealing,Smells,1.8044774440319496e-05,0.0038329472521850877,0.471
Quantum Annealing,Smells,5.555555555555556e-05,0.0038329472521850877,1.449
Quantum Annealing,Smells,4.8704072913699804e-05,0.0038329472521850877,1.271
Quantum Annealing,Smells,5.7548579970104635e-05,0.0038329472521850877,1.501
Quantum Annealing,Smells,1.7941433077559786e-05,0.0038329472521850877,0.468
Quantum Annealing,Smells,1.451979972690032e-05,0.0038329472521850877,0.379
Quantum Annealing,Smells,1.555013109122141e-05,0.0038329472521850877,0.406
Quantum Annealing,Smells,1.555951946014485e-05,0.0038329472521850877,0.406
Quantum Annealing,Smells,1.5819730602996097e-05,0.0038329472521850877,0.413
Quantum Annealing,Smells,1.5677381187142576e-05,0.0038329472521850877,0.409
Quantum Annealing,Smells,1.5824975768005854e-05,0.0038329472521850877,0.413
Quantum Annealing,Smells,1.5457001599000166e-05,0.0038329472521850877,0.403
Quantum Annealing,Smells,3.571428571428572e-05,0.0038329472521850877,0.932
Quantum Annealing,Smells,0.00010038058991436727,0.0038329472521850877,2.619
Quantum Annealing,Smells,9.947183098591549e-05,0.0038329472521850877,2.595
Quantum Annealing,Smells,9.903593339176162e-05,0.0038329472521850877,2.584
Quantum Annealing,Smells,9.601301871440195e-05,0.0038329472521850877,2.505
Quantum Annealing,Smells,9.58570268074736e-05,0.0038329472521850877,2.501
Quantum Annealing,Smells,9.609120521172638e-05,0.0038329472521850877,2.507
Quantum Annealing,Smells,0.00010282074613284805,0.0038329472521850877,2.683
Quantum Annealing,Smells,6.995073891625616e-05,0.0038329472521850877,1.825
Quantum Annealing,Smells,5.066134265036187e-05,0.0038329472521850877,1.322
Quantum Annealing,Smells,5.720228809152366e-05,0.0038329472521850877,1.492
Quantum Annealing,Smells,5.709342560553633e-05,0.0038329472521850877,1.49
Quantum Annealing,Smells,6.75990675990676e-05,0.0038329472521850877,1.764
Quantum Annealing,Smells,6.790680874119559e-05,0.0038329472521850877,1.772
Quantum Annealing,Smells,6.790680874119559e-05,0.0038329472521850877,1.772
Quantum Annealing,Smells,6.781795286922109e-05,0.0038329472521850877,1.769
Quantum Annealing,Smells,6.738975817923187e-05,0.0038329472521850877,1.758
Quantum Annealing,Smells,6.738975817923187e-05,0.0038329472521850877,1.758
Compiler,Bugs,2.1630037603613126e-07,0.0005855329247866732,0.037
Compiler,Bugs,2.0996772329170125e-07,0.0005855329247866732,0.036
Compiler,Bugs,2.099659881072006e-07,0.0005855329247866732,0.036
Compiler,Bugs,2.098295589189128e-07,0.0005855329247866732,0.036
Compiler,Bugs,2.554687525478931e-07,0.0005855329247866732,0.044
Compiler,Bugs,0.0,0.0005855329247866732,0.0
Compiler,Bugs,3.0172413793103448e-06,0.0005855329247866732,0.515
Compiler,Bugs,1.0542555926973515e-06,0.0005855329247866732,0.18
Compiler,Bugs,9.96948365369418e-07,0.0005855329247866732,0.17
Compiler,Bugs,1.1704734400980134e-06,0.0005855329247866732,0.2
Compiler,Bugs,9.139131499853962e-07,0.0005855329247866732,0.156
Compiler,Bugs,9.098484719647625e-07,0.0005855329247866732,0.155
Compiler,Bugs,6.16069476738409e-07,0.0005855329247866732,0.105
Compiler,Bugs,8.560448865275283e-07,0.0005855329247866732,0.146
Compiler,Smells,1.0028656543053385e-06,0.0005855329247866732,0.171
Compiler,Smells,9.850833191711865e-07,0.0005855329247866732,0.168
Compiler,Smells,9.856654679263524e-07,0.0005855329247866732,0.168
Compiler,Smells,9.923238729863207e-07,0.0005855329247866732,0.169
Compiler,Smells,1.0942276261614014e-06,0.0005855329247866732,0.187
Compiler,Smells,0.00023529411764705883,0.0005855329247866732,40.185
Compiler,Smells,4.9843260188087774e-05,0.0005855329247866732,8.512
Compiler,Smells,3.9933144767292364e-05,0.0005855329247866732,6.82
Compiler,Smells,3.9975197869934714e-05,0.0005855329247866732,6.827
Compiler,Smells,4.456550275662904e-05,0.0005855329247866732,7.611
Compiler,Smells,4.0475988580796516e-05,0.0005855329247866732,6.913
Compiler,Smells,3.803506743082601e-05,0.0005855329247866732,6.496
Compiler,Smells,4.0670522069198516e-05,0.0005855329247866732,6.946
Compiler,Smells,4.1043630374705736e-05,0.0005855329247866732,7.01
Full-stack Library,Bugs,0.0,0.0054483819962896024,0.0
Full-stack Library,Bugs,1.4190492090187215e-06,0.0054483819962896024,0.026
Full-stack Library,Bugs,1.6133221056607932e-06,0.0054483819962896024,0.03
Full-stack Library,Bugs,1.0463435050604976e-06,0.0054483819962896024,0.019
Full-stack Library,Bugs,7.429696496898102e-08,0.0054483819962896024,0.001
Full-stack Library,Bugs,6.084797741323078e-08,0.0054483819962896024,0.001
Full-stack Library,Bugs,1.106276274061509e-06,0.0054483819962896024,0.02
Full-stack Library,Bugs,4.911018994822621e-07,0.0054483819962896024,0.009
Full-stack Library,Bugs,2.2351797862001945e-06,0.0054483819962896024,0.041
Full-stack Library,Bugs,5.514906278656672e-07,0.0054483819962896024,0.01
Full-stack Library,Bugs,2.260300850228908e-06,0.0054483819962896024,0.041
Full-stack Library,Bugs,1.922922842720936e-06,0.0054483819962896024,0.035
Full-stack Library,Bugs,2.571832412881834e-06,0.0054483819962896024,0.047
Full-stack Library,Bugs,1.041191089552763e-06,0.0054483819962896024,0.019
Full-stack Library,Bugs,7.690181574776205e-07,0.0054483819962896024,0.014
Full-stack Library,Bugs,0.0,0.0054483819962896024,0.0
Full-stack Library,Bugs,0.0,0.0054483819962896024,0.0
Full-stack Library,Bugs,0.0,0.0054483819962896024,0.0
Full-stack Library,Bugs,0.0,0.0054483819962896024,0.0
Full-stack Library,Bugs,0.0,0.0054483819962896024,0.0
Full-stack Library,Bugs,0.0,0.0054483819962896024,0.0
Full-stack Library,Bugs,0.0,0.0054483819962896024,0.0
Full-stack Library,Bugs,0.0,0.0054483819962896024,0.0
Full-stack Library,Bugs,0.0,0.0054483819962896024,0.0
Full-stack Library,Bugs,0.0,0.0054483819962896024,0.0
Full-stack Library,Bugs,0.0,0.0054483819962896024,0.0
Full-stack Library,Bugs,0.0,0.0054483819962896024,0.0
Full-stack Library,Bugs,0.0,0.0054483819962896024,0.0
Full-stack Library,Bugs,0.0,0.0054483819962896024,0.0
Full-stack Library,Bugs,0.0,0.0054483819962896024,0.0
Full-stack Library,Bugs,0.0,0.0054483819962896024,0.0
Full-stack Library,Bugs,0.0,0.0054483819962896024,0.0
Full-stack Library,Bugs,0.0,0.0054483819962896024,0.0
Full-stack Library,Bugs,0.0,0.0054483819962896024,0.0
Full-stack Library,Bugs,0.0,0.0054483819962896024,0.0
Full-stack Library,Bugs,2.548823752281886e-05,0.0054483819962896024,0.468
Full-stack Library,Bugs,3.640875179999624e-07,0.0054483819962896024,0.007
Full-stack Library,Bugs,2.282207847167644e-05,0.0054483819962896024,0.419
Full-stack Library,Bugs,1.850488391498552e-05,0.0054483819962896024,0.34
Full-stack Library,Bugs,1.4023973319565188e-06,0.0054483819962896024,0.026
Full-stack Library,Bugs,1.5377052470789553e-06,0.0054483819962896024,0.028
Full-stack Library,Bugs,2.6779497616624713e-08,0.0054483819962896024,0.0
Full-stack Library,Bugs,5.781385178593183e-08,0.0054483819962896024,0.001
Full-stack Library,Bugs,7.295094241099025e-08,0.0054483819962896024,0.001
Full-stack Library,Bugs,7.696603470989174e-08,0.0054483819962896024,0.001
Full-stack Library,Bugs,7.249272122502584e-08,0.0054483819962896024,0.001
Full-stack Library,Bugs,7.127052135215096e-08,0.0054483819962896024,0.001
Full-stack Library,Bugs,1.6096315583171003e-07,0.0054483819962896024,0.003
Full-stack Library,Bugs,1.6082054214391652e-07,0.0054483819962896024,0.003
Full-stack Library,Bugs,1.6077768762979448e-07,0.0054483819962896024,0.003
Full-stack Library,Bugs,1.762632197414806e-06,0.0054483819962896024,0.032
Full-stack Library,Bugs,1.6079324668363929e-06,0.0054483819962896024,0.03
Full-stack Library,Bugs,1.0834236186348863e-06,0.0054483819962896024,0.02
Full-stack Library,Bugs,0.0,0.0054483819962896024,0.0
Full-stack Library,Bugs,0.0,0.0054483819962896024,0.0
Full-stack Library,Bugs,4.952947003467063e-06,0.0054483819962896024,0.091
Full-stack Library,Bugs,4.892367906066536e-06,0.0054483819962896024,0.09
Full-stack Library,Bugs,0.0,0.0054483819962896024,0.0
Full-stack Library,Bugs,2.7674000276740004e-06,0.0054483819962896024,0.051
Full-stack Library,Bugs,3.151591553734636e-06,0.0054483819962896024,0.058
Full-stack Library,Bugs,2.0512820512820513e-06,0.0054483819962896024,0.038
Full-stack Library,Bugs,9.432182607055273e-07,0.0054483819962896024,0.017
