Category,Project Names,Snapshots,Type,TDR
Quantum-Chemistry,QCElemental,0,code errors,0.0
Quantum-Chemistry,QCElemental,0,code smells,0.0
Quantum-Chemistry,QCElemental,90,code errors,0.13786764705882354
Quantum-Chemistry,QCElemental,90,code smells,5.163143382352942
Quantum-Chemistry,QCElemental,180,code errors,0.12071220199175134
Quantum-Chemistry,QCElemental,180,code smells,4.931093451363042
Quantum-Chemistry,QCElemental,270,code errors,0.09835259404966806
Quantum-Chemistry,QCElemental,270,code smells,5.554462748955003
Quantum-Chemistry,QCElemental,360,code errors,0.022558087074216106
Quantum-Chemistry,QCElemental,360,code smells,5.384615384615385
Quantum-Chemistry,QCElemental,450,code errors,0.019712201852946972
Quantum-Chemistry,QCElemental,450,code smells,4.91425192193968
Quantum-Chemistry,QCElemental,540,code errors,0.0054019014693171994
Quantum-Chemistry,QCElemental,540,code smells,5.671996542783059
Quantum-Chemistry,QCElemental,630,code errors,0.005381165919282511
Quantum-Chemistry,QCElemental,630,code smells,5.663677130044843
Quantum-Chemistry,QCEngine,0,code errors,0.0
Quantum-Chemistry,QCEngine,0,code smells,0.0
Quantum-Chemistry,QCEngine,90,code errors,0.6131178707224335
Quantum-Chemistry,QCEngine,90,code smells,3.550380228136882
Quantum-Chemistry,QCEngine,180,code errors,0.6490696668109044
Quantum-Chemistry,QCEngine,180,code smells,3.5179575941151016
Quantum-Chemistry,QCEngine,270,code errors,0.22539444027047334
Quantum-Chemistry,QCEngine,270,code smells,3.6175807663410966
Quantum-Chemistry,QCEngine,360,code errors,0.24855012427506212
Quantum-Chemistry,QCEngine,360,code smells,4.821872410936205
Quantum-Chemistry,QCEngine,450,code errors,0.166276635053578
Quantum-Chemistry,QCEngine,450,code smells,5.727306318512132
Quantum-Chemistry,QCEngine,540,code errors,0.10878574388727726
Quantum-Chemistry,QCEngine,540,code smells,6.437007874015748
Quantum-Chemistry,QCEngine,630,code errors,0.13193667039820886
Quantum-Chemistry,QCEngine,630,code smells,5.845993922917
Quantum-Chemistry,QCEngine,720,code errors,0.1322392513223925
Quantum-Chemistry,QCEngine,720,code smells,5.7534246575342465
Quantum-Chemistry,QCEngine,810,code errors,0.061561913696060046
Quantum-Chemistry,QCEngine,810,code smells,5.792096622889306
Quantum-Chemistry,basis_set_exchange,0,code errors,2.8301886792452833
Quantum-Chemistry,basis_set_exchange,0,code smells,13.867924528301888
Quantum-Chemistry,basis_set_exchange,90,code errors,0.23242710240878997
Quantum-Chemistry,basis_set_exchange,90,code smells,4.952810254965488
Quantum-Chemistry,basis_set_exchange,180,code errors,0.062146112415412236
Quantum-Chemistry,basis_set_exchange,180,code smells,0.8037563872393315
Quantum-Chemistry,basis_set_exchange,270,code errors,0.0142966069386199
Quantum-Chemistry,basis_set_exchange,270,code smells,1.4010674799847505
Quantum-Chemistry,basis_set_exchange,360,code errors,0.026443367122080213
Quantum-Chemistry,basis_set_exchange,360,code smells,1.8880564125165271
Quantum-Chemistry,basis_set_exchange,450,code errors,0.07141156867412521
Quantum-Chemistry,basis_set_exchange,450,code smells,2.1399666746012853
Quantum-Chemistry,basis_set_exchange,540,code errors,0.04611128189363664
Quantum-Chemistry,basis_set_exchange,540,code smells,2.566092837380879
Quantum-Chemistry,basis_set_exchange,630,code errors,0.045221585770274346
Quantum-Chemistry,basis_set_exchange,630,code smells,2.6251130539644256
Quantum-Chemistry,basis_set_exchange,720,code errors,0.04417936823503424
Quantum-Chemistry,basis_set_exchange,720,code smells,2.577866136514248
Quantum-Chemistry,basis_set_exchange,810,code errors,0.09633292659430993
Quantum-Chemistry,basis_set_exchange,810,code smells,2.0191381414167364
Quantum-Chemistry,basis_set_exchange,900,code errors,0.09632674030310814
Quantum-Chemistry,basis_set_exchange,900,code smells,2.0190084767531467
Quantum-Chemistry,CheMPS2,0,code errors,0.0
Quantum-Chemistry,CheMPS2,0,code smells,0.0
Quantum-Chemistry,CheMPS2,90,code errors,0.0
Quantum-Chemistry,CheMPS2,90,code smells,16.024680475980606
Quantum-Chemistry,CheMPS2,180,code errors,0.0
Quantum-Chemistry,CheMPS2,180,code smells,0.0
Quantum-Chemistry,CheMPS2,270,code errors,0.0
Quantum-Chemistry,CheMPS2,270,code smells,0.0
Quantum-Chemistry,CheMPS2,360,code errors,0.0
Quantum-Chemistry,CheMPS2,360,code smells,0.0
Quantum-Chemistry,CheMPS2,450,code errors,0.0
Quantum-Chemistry,CheMPS2,450,code smells,1.272420341844271
Quantum-Chemistry,CheMPS2,540,code errors,0.0
Quantum-Chemistry,CheMPS2,540,code smells,3.5781336278299283
Quantum-Chemistry,CheMPS2,630,code errors,0.0
Quantum-Chemistry,CheMPS2,630,code smells,3.488628026412326
Quantum-Chemistry,CheMPS2,720,code errors,0.0
Quantum-Chemistry,CheMPS2,720,code smells,2.125799906352427
Quantum-Chemistry,CheMPS2,810,code errors,0.0
Quantum-Chemistry,CheMPS2,810,code smells,2.155581947743468
Quantum-Chemistry,CheMPS2,900,code errors,0.0
