Category,Project Names,Snapshots,Type,TDR
Web-Extension,quantummanager,0,code errors,0.0
Web-Extension,quantummanager,0,code smells,0.0
Web-Extension,quantummanager,90,code errors,0.2885408079142622
Web-Extension,quantummanager,90,code smells,13.759274525968673
Web-Extension,quantummanager,180,code errors,0.38604369980136455
Web-Extension,quantummanager,180,code smells,11.646083426893515
Web-Extension,quantummanager,270,code errors,0.36272277616393184
Web-Extension,quantummanager,270,code smells,11.536468556174922
Web-Extension,quantummanager,360,code errors,0.3419753944533259
Web-Extension,quantummanager,360,code smells,10.899423090289845
Web-Extension,quantummanager,450,code errors,0.3263681592039801
Web-Extension,quantummanager,450,code smells,8.298507462686567
Web-Extension,websocket-monitor,0,code errors,0.0
Web-Extension,websocket-monitor,0,code smells,0.0
Web-Extension,websocket-monitor,90,code errors,4.368261898501184
Web-Extension,websocket-monitor,90,code smells,4.9599000788850915
Web-Extension,websocket-monitor,180,code errors,3.4405210135341404
Web-Extension,websocket-monitor,180,code smells,4.814287168006513
Web-Extension,websocket-monitor,270,code errors,3.4335330557530215
Web-Extension,websocket-monitor,270,code smells,4.416065806844724
Web-Extension,websocket-monitor,360,code errors,3.433358720487433
Web-Extension,websocket-monitor,360,code smells,4.415841584158416
Web-Extension,websocket-monitor,450,code errors,3.4335330557530215
Web-Extension,websocket-monitor,450,code smells,4.416065806844724
Web-Extension,quanta,0,code errors,1.0740859268741498
Web-Extension,quanta,0,code smells,6.848947915833266
Web-Extension,quanta,90,code errors,8.118427069044353
Web-Extension,quanta,90,code smells,24.51360310928212
Web-Extension,quanta,180,code errors,0.0
Web-Extension,quanta,180,code smells,0.0
Web-Extension,quanta,270,code errors,0.0
Web-Extension,quanta,270,code smells,0.0
Web-Extension,quanta,360,code errors,0.0
Web-Extension,quanta,360,code smells,0.0
Web-Extension,quanta,450,code errors,0.0
Web-Extension,quanta,450,code smells,0.0
Web-Extension,quanta,540,code errors,0.0
Web-Extension,quanta,540,code smells,0.0
Web-Extension,quanta,630,code errors,0.0
Web-Extension,quanta,630,code smells,0.0
Web-Extension,quanta,720,code errors,0.0
Web-Extension,quanta,720,code smells,0.0
Web-Extension,quanta,810,code errors,0.0
Web-Extension,quanta,810,code smells,0.0
Web-Extension,quanta,900,code errors,5.31139659948938
Web-Extension,quanta,900,code smells,14.263811179314466
Web-Extension,quanta,990,code errors,0.0
Web-Extension,quanta,990,code smells,0.0
Web-Extension,quanta,1080,code errors,0.0
Web-Extension,quanta,1080,code smells,0.0
Web-Extension,quanta,1170,code errors,0.0
Web-Extension,quanta,1170,code smells,0.0
Web-Extension,quanta,1260,code errors,0.0
Web-Extension,quanta,1260,code smells,0.0
Web-Extension,quanta,1350,code errors,0.0
Web-Extension,quanta,1350,code smells,0.0
Web-Extension,quanta,1440,code errors,0.0
Web-Extension,quanta,1440,code smells,0.0
Web-Extension,quanta,1530,code errors,0.0
Web-Extension,quanta,1530,code smells,0.0
Web-Extension,quanta,1620,code errors,0.0
Web-Extension,quanta,1620,code smells,0.0
Web-Extension,quanta,1710,code errors,0.0
Web-Extension,quanta,1710,code smells,0.0
Web-Extension,Quantum-Nox-Firefox-Dark-Full-Theme,0,code errors,0.0
Web-Extension,Quantum-Nox-Firefox-Dark-Full-Theme,0,code smells,0.0
Web-Extension,Quantum-Nox-Firefox-Dark-Full-Theme,90,code errors,24.464387559969133
Web-Extension,Quantum-Nox-Firefox-Dark-Full-Theme,90,code smells,6.143523333445164
Web-Extension,Quantum-Nox-Firefox-Dark-Full-Theme,180,code errors,1.577150046430818
Web-Extension,Quantum-Nox-Firefox-Dark-Full-Theme,180,code smells,0.03235179582422191
Web-Extension,Quantum-Nox-Firefox-Dark-Full-Theme,270,code errors,1.3674554183813443
Web-Extension,Quantum-Nox-Firefox-Dark-Full-Theme,270,code smells,0.0360082304526749
Web-Extension,Quantum-Nox-Firefox-Dark-Full-Theme,360,code errors,8.250778375318426
Web-Extension,Quantum-Nox-Firefox-Dark-Full-Theme,360,code smells,0.028304557033682422
Web-Extension,Quantum-Nox-Firefox-Dark-Full-Theme,450,code errors,3.3784225315297656
Web-Extension,Quantum-Nox-Firefox-Dark-Full-Theme,450,code smells,0.0
Web-Extension,Quantum-Nox-Firefox-Dark-Full-Theme,540,code errors,0.0
Web-Extension,Quantum-Nox-Firefox-Dark-Full-Theme,540,code smells,0.0
Web-Extension,Quantum-Nox-Firefox-Dark-Full-Theme,630,code errors,0.0
Web-Extension,Quantum-Nox-Firefox-Dark-Full-Theme,630,code smells,0.0
Web-Extension,Quantum-Nox-Firefox-Dark-Full-Theme,720,code errors,0.0
Web-Extension,Quantum-Nox-Firefox-Dark-Full-Theme,720,code smells,0.0
Web-Extension,Quantum-Nox-Firefox-Dark-Full-Theme,810,code errors,0.0
Web-Extension,Quantum-Nox-Firefox-Dark-Full-Theme,810,code smells,0.0
Web-Extension,Quantum-Nox-Firefox-Dark-Full-Theme,900,code errors,6.2103389981315065
Web-Extension,Quantum-Nox-Firefox-Dark-Full-Theme,900,code smells,1.5182845448883353
Web-Extension,Quantum-Nox-Firefox-Dark-Full-Theme,990,code errors,5.797341919797605
Web-Extension,Quantum-Nox-Firefox-Dark-Full-Theme,990,code smells,1.5968195035402737
Web-Extension,firefox-extension,0,code errors,0.0
Web-Extension,firefox-extension,0,code smells,0.0
Web-Extension,firefox-extension,90,code errors,0.8071970947507429
Web-Extension,firefox-extension,90,code smells,1.4658303070320238
Web-Extension,firefox-extension,180,code errors,0.43038800130420607
Web-Extension,firefox-extension,180,code smells,0.7189435930877078
Web-Extension,firefox-extension,270,code errors,0.4257748776508972
Web-Extension,firefox-extension,270,code smells,0.7194127243066885
Web-Extension,drop-feeds,0,code errors,0.0
Web-Extension,drop-feeds,0,code smells,0.0
Web-Extension,drop-feeds,90,code errors,0.7371960682876357
Web-Extension,drop-feeds,90,code smells,1.3036730470770823
Web-Extension,drop-feeds,180,code errors,3.6737235367372354
Web-Extension,drop-feeds,180,code smells,0.547945205479452
Web-Extension,drop-feeds,270,code errors,3.093611206012983
Web-Extension,drop-feeds,270,code smells,0.4834301332422275
Web-Extension,drop-feeds,360,code errors,5.643964935940661
Web-Extension,drop-feeds,360,code smells,0.4277044600712841
