Category,Project Names,Snapshots,Type,TDR
Full-stack Library,qiskit-terra,0,code errors,0.0
Full-stack Library,qiskit-terra,0,code smells,19.545454545454543
Full-stack Library,qiskit-terra,90,code errors,0.41586174061041215
Full-stack Library,qiskit-terra,90,code smells,6.755577932347903
Full-stack Library,qiskit-terra,180,code errors,0.03280612380977782
Full-stack Library,qiskit-terra,180,code smells,0.3223001626970368
Full-stack Library,qiskit-terra,270,code errors,0.02609341971397395
Full-stack Library,qiskit-terra,270,code smells,0.36768000506054205
Full-stack Library,qiskit-terra,360,code errors,0.0015602895897478572
Full-stack Library,qiskit-terra,360,code smells,0.4655904135807606
Full-stack Library,qiskit-terra,450,code errors,0.0015161929406056684
Full-stack Library,qiskit-terra,450,code smells,0.5203574172158655
Full-stack Library,qiskit-terra,540,code errors,0.017884022116574017
Full-stack Library,qiskit-terra,540,code smells,0.44739861994962665
Full-stack Library,qiskit-terra,630,code errors,0.008431663038352157
Full-stack Library,qiskit-terra,630,code smells,0.5736389056939926
Full-stack Library,qiskit-terra,720,code errors,0.031933060899586724
Full-stack Library,qiskit-terra,720,code smells,0.5814593871629096
Full-stack Library,qiskit-terra,810,code errors,0.011157190982567969
Full-stack Library,qiskit-terra,810,code smells,0.6467278726523411
Full-stack Library,qiskit-terra,900,code errors,0.054894087449330976
Full-stack Library,qiskit-terra,900,code smells,0.7070155152038832
Full-stack Library,qiskit-terra,990,code errors,0.054031067864021814
Full-stack Library,qiskit-terra,990,code smells,0.7660654876554018
Full-stack Library,qiskit-terra,1080,code errors,0.0877921365977927
Full-stack Library,qiskit-terra,1080,code smells,0.853615278572753
Full-stack Library,qiskit-terra,1170,code errors,0.05754081516154812
Full-stack Library,qiskit-terra,1170,code smells,1.156524717433497
Full-stack Library,qiskit-terra,1260,code errors,0.045710411319194275
Full-stack Library,qiskit-terra,1260,code smells,1.1717064847687844
Full-stack Library,QuantumLibraries,0,code errors,0.0
Full-stack Library,QuantumLibraries,0,code smells,0.0
Full-stack Library,QuantumLibraries,90,code errors,0.05067567567567568
Full-stack Library,QuantumLibraries,90,code smells,5.878378378378378
Full-stack Library,QuantumLibraries,180,code errors,0.046583850931677016
Full-stack Library,QuantumLibraries,180,code smells,4.0062111801242235
Full-stack Library,QuantumLibraries,270,code errors,0.046583850931677016
Full-stack Library,QuantumLibraries,270,code smells,3.7267080745341614
Full-stack Library,QuantumLibraries,360,code errors,0.0
Full-stack Library,QuantumLibraries,360,code smells,3.7267080745341614
Full-stack Library,QuantumLibraries,450,code errors,0.0
Full-stack Library,QuantumLibraries,450,code smells,1.8918918918918917
Full-stack Library,QuantumLibraries,540,code errors,0.0
Full-stack Library,QuantumLibraries,540,code smells,2.6929982046678633
Full-stack Library,QuantumLibraries,630,code errors,0.0
Full-stack Library,QuantumLibraries,630,code smells,0.2154398563734291
Full-stack Library,QuantumLibraries,720,code errors,0.0
Full-stack Library,QuantumLibraries,720,code smells,0.2154398563734291
Full-stack Library,QuantumLibraries,810,code errors,0.0
Full-stack Library,QuantumLibraries,810,code smells,0.2154398563734291
Full-stack Library,QuantumLibraries,900,code errors,0.0
Full-stack Library,QuantumLibraries,900,code smells,0.9342560553633218
Full-stack Library,Quantum,0,code errors,0.0
Full-stack Library,Quantum,0,code smells,0.0
Full-stack Library,Quantum,90,code errors,0.02626970227670753
Full-stack Library,Quantum,90,code smells,3.520140105078809
Full-stack Library,Quantum,180,code errors,0.02512562814070352
Full-stack Library,Quantum,180,code smells,2.1608040201005028
Full-stack Library,Quantum,270,code errors,0.02512562814070352
Full-stack Library,Quantum,270,code smells,2.0100502512562812
Full-stack Library,Quantum,360,code errors,0.019218449711723252
Full-stack Library,Quantum,360,code smells,0.0
Full-stack Library,Quantum,450,code errors,0.019218449711723252
Full-stack Library,Quantum,450,code smells,0.0
Full-stack Library,Quantum,540,code errors,0.017793594306049824
Full-stack Library,Quantum,540,code smells,0.7829181494661921
Full-stack Library,Quantum,630,code errors,0.013636363636363636
Full-stack Library,Quantum,630,code smells,0.6
Full-stack Library,Quantum,720,code errors,0.012674271229404309
Full-stack Library,Quantum,720,code smells,1.6983523447401774
Full-stack Library,Quantum,810,code errors,0.012674271229404309
Full-stack Library,Quantum,810,code smells,1.6983523447401774
Full-stack Library,Quantum,900,code errors,0.012674271229404309
Full-stack Library,Quantum,900,code smells,0.6844106463878328
