Category,Project Names,Snapshots,Type,TDR
Quantum Algorithsm,qrefine,90,code errors,2.6689098250336474
Quantum Algorithsm,qrefine,90,code smells,12.751009421265142
Quantum Algorithsm,qrefine,180,code errors,0.09677849959953724
Quantum Algorithsm,qrefine,180,code smells,2.516908427516241
Quantum Algorithsm,qrefine,270,code errors,0.16056981699158038
Quantum Algorithsm,qrefine,270,code smells,2.7902093583383083
Quantum Algorithsm,qrefine,360,code errors,0.16445073454661432
Quantum Algorithsm,qrefine,360,code smells,2.91645902685032
Quantum Algorithsm,qrefine,450,code errors,0.18337551099863733
Quantum Algorithsm,qrefine,450,code smells,3.154759587307767
Quantum Algorithsm,qrefine,540,code errors,0.2612097733113421
Quantum Algorithsm,qrefine,540,code smells,3.23060105097618
Quantum Algorithsm,qrefine,630,code errors,0.8724645734926368
Quantum Algorithsm,qrefine,630,code smells,3.4342873020283413
Quantum Algorithsm,qrefine,720,code errors,0.8709963754715586
Quantum Algorithsm,qrefine,720,code smells,3.4484799171536356
Quantum Algorithsm,qrefine,810,code errors,0.8479586181415112
Quantum Algorithsm,qrefine,810,code smells,3.022723074080916
Quantum Algorithsm,qrefine,900,code errors,0.8743612919887108
Quantum Algorithsm,qrefine,900,code smells,3.4299311947759676
Quantum Algorithsm,qrefine,990,code errors,0.8739260297208599
Quantum Algorithsm,qrefine,990,code smells,3.439839227110144
Quantum Algorithsm,grove,0,code errors,0.0
Quantum Algorithsm,grove,0,code smells,0.0
Quantum Algorithsm,grove,90,code errors,0.0
Quantum Algorithsm,grove,90,code smells,8.923821039903265
Quantum Algorithsm,grove,180,code errors,0.0
Quantum Algorithsm,grove,180,code smells,4.769503546099291
Quantum Algorithsm,grove,270,code errors,0.37082818294190356
Quantum Algorithsm,grove,270,code smells,2.76885043263288
Quantum Algorithsm,grove,360,code errors,0.2276176024279211
Quantum Algorithsm,grove,360,code smells,2.458270106221548
Quantum Algorithsm,grove,450,code errors,0.2067539627842867
Quantum Algorithsm,grove,450,code smells,2.439696760854583
Quantum Algorithsm,grove,540,code errors,0.19543973941368079
Quantum Algorithsm,grove,540,code smells,2.2866449511400653
Quantum Algorithsm,grove,630,code errors,0.19442644199611148
Quantum Algorithsm,grove,630,code smells,2.3201555411535972
Quantum Algorithsm,factoring,0,code errors,0.0
Quantum Algorithsm,factoring,0,code smells,0.0
Quantum Algorithsm,factoring,90,code errors,10.81081081081081
Quantum Algorithsm,factoring,90,code smells,1.0810810810810811
Quantum Algorithsm,factoring,180,code errors,5.263157894736842
Quantum Algorithsm,factoring,180,code smells,1.3157894736842104
Quantum Algorithsm,factoring,270,code errors,5.0
Quantum Algorithsm,factoring,270,code smells,1.25
Quantum Algorithsm,factoring,360,code errors,4.958677685950414
Quantum Algorithsm,factoring,360,code smells,1.2396694214876034
Quantum Algorithsm,factoring,450,code errors,4.958677685950414
Quantum Algorithsm,factoring,450,code smells,1.2396694214876034
Quantum Algorithsm,factoring,540,code errors,3.8834951456310676
Quantum Algorithsm,factoring,540,code smells,9.70873786407767
Quantum Algorithsm,factoring,630,code errors,3.8834951456310676
Quantum Algorithsm,factoring,630,code smells,9.70873786407767
Quantum Algorithsm,qiskit-aqua,0,code errors,0.0
Quantum Algorithsm,qiskit-aqua,0,code smells,0.0
Quantum Algorithsm,qiskit-aqua,90,code errors,0.20044543429844097
Quantum Algorithsm,qiskit-aqua,90,code smells,7.162069556278911
Quantum Algorithsm,qiskit-aqua,180,code errors,0.05463171514832031
Quantum Algorithsm,qiskit-aqua,180,code smells,3.93923419753678
Quantum Algorithsm,qiskit-aqua,270,code errors,0.027566772849791716
Quantum Algorithsm,qiskit-aqua,270,code smells,3.1104508698848323
Quantum Algorithsm,qiskit-aqua,360,code errors,0.0035832875468813454
Quantum Algorithsm,qiskit-aqua,360,code smells,2.886696447767612
Quantum Algorithsm,qiskit-aqua,450,code errors,0.03770197486535009
Quantum Algorithsm,qiskit-aqua,450,code smells,3.5219030520646317
Quantum Algorithsm,qiskit-aqua,540,code errors,0.035118231378975885
Quantum Algorithsm,qiskit-aqua,540,code smells,2.8741763938593263
Quantum Algorithsm,qiskit-aqua,630,code errors,0.03578000408914332
Quantum Algorithsm,qiskit-aqua,630,code smells,2.621652013903087
Quantum Algorithsm,qiskit-aqua,720,code errors,0.06261458186433508
Quantum Algorithsm,qiskit-aqua,720,code smells,2.543082780989987
Quantum Algorithsm,qiskit-aqua,810,code errors,0.09704878483407124
Quantum Algorithsm,qiskit-aqua,810,code smells,2.4373226597946624
Quantum Algorithsm,FermiLib,0,code errors,0.0
Quantum Algorithsm,FermiLib,0,code smells,0.0
Quantum Algorithsm,FermiLib,90,code errors,0.24764150943396226
Quantum Algorithsm,FermiLib,90,code smells,5.129716981132075
Quantum Algorithsm,thewalrus,0,code errors,0.0
Quantum Algorithsm,thewalrus,0,code smells,0.0
Quantum Algorithsm,thewalrus,90,code errors,3.8363892806770097
Quantum Algorithsm,thewalrus,90,code smells,2.31311706629055
Quantum Algorithsm,thewalrus,180,code errors,1.687344913151365
Quantum Algorithsm,thewalrus,180,code smells,2.2890818858560795
Quantum Algorithsm,thewalrus,270,code errors,1.2404986318029796
Quantum Algorithsm,thewalrus,270,code smells,2.7455153542110065
Quantum Algorithsm,thewalrus,360,code errors,1.1508101371001247
Quantum Algorithsm,thewalrus,360,code smells,2.6464478604071457
Quantum Algorithsm,thewalrus,450,code errors,1.0170714113969703
Quantum Algorithsm,thewalrus,450,code smells,3.7977879297908155
Quantum Algorithsm,thewalrus,540,code errors,0.8598621595011486
Quantum Algorithsm,thewalrus,540,code smells,2.8552674762061043
Quantum Algorithsm,thewalrus,630,code errors,1.048746064488112
Quantum Algorithsm,thewalrus,630,code smells,2.7912278797090435
Quantum Algorithsm,OpenFermion,0,code errors,1.7327243259171947
Quantum Algorithsm,OpenFermion,0,code smells,5.55179018712244
Quantum Algorithsm,OpenFermion,90,code errors,0.3716431207840143
Quantum Algorithsm,OpenFermion,90,code smells,4.205803741886216
Quantum Algorithsm,OpenFermion,180,code errors,0.058590480441939624
Quantum Algorithsm,OpenFermion,180,code smells,1.0323084649294125
Quantum Algorithsm,OpenFermion,270,code errors,0.09258606094808126
Quantum Algorithsm,OpenFermion,270,code smells,1.0978061512415351
Quantum Algorithsm,OpenFermion,360,code errors,0.09055627425614489
Quantum Algorithsm,OpenFermion,360,code smells,1.1089262613195343
Quantum Algorithsm,OpenFermion,450,code errors,0.09462108942119171
Quantum Algorithsm,OpenFermion,450,code smells,1.1349416077060779
Quantum Algorithsm,OpenFermion,540,code errors,0.09430595911709233
Quantum Algorithsm,OpenFermion,540,code smells,1.1321812713462813
Quantum Algorithsm,OpenFermion,630,code errors,0.10370295426952651
Quantum Algorithsm,OpenFermion,630,code smells,1.1533791987049777
Quantum Algorithsm,OpenFermion,720,code errors,0.10323295397320979
Quantum Algorithsm,OpenFermion,720,code smells,1.180884278376473
Quantum Algorithsm,OpenFermion,810,code errors,0.10322429043790597
Quantum Algorithsm,OpenFermion,810,code smells,1.1848134409775257
Quantum Algorithsm,OpenFermion,900,code errors,0.08347358705684348
Quantum Algorithsm,OpenFermion,900,code smells,0.9121016341820946
Quantum Algorithsm,OpenFermion,990,code errors,0.00893704349361167
Quantum Algorithsm,OpenFermion,990,code smells,0.8864223139219277
