Category,Project,Snapshots,TDR_Bugs,TDR_Smells,KLOC
Full-stack Library,Quantum,450,0.01921845,0,1.561
Full-stack Library,Quantum,540,0.017793594,0.782918149,1.686
Full-stack Library,Quantum,630,0.013636364,0.6,2.2
Full-stack Library,Quantum,720,0.012674271,1.698352345,2.367
Full-stack Library,Quantum,810,0.012674271,1.698352345,2.367
Full-stack Library,Quantum,900,0.012674271,0.684410646,2.367
Simulator,nuSQuIDS,0,0,0,0.001
Simulator,nuSQuIDS,90,0.390625,16.64772727,4.224
Simulator,nuSQuIDS,180,0.058904379,2.739053603,5.093
Simulator,nuSQuIDS,270,0.029452189,1.254663263,5.093
Simulator,nuSQuIDS,360,0.029423303,1.165162809,5.098
Simulator,nuSQuIDS,450,0.029423303,1.165162809,5.098
Simulator,nuSQuIDS,540,0.029423303,1.165162809,5.098
Simulator,nuSQuIDS,630,0.029423303,1.165162809,5.098
Simulator,nuSQuIDS,720,0.029423303,1.165162809,5.098
Simulator,nuSQuIDS,810,0.029423303,1.165162809,5.098
Simulator,nuSQuIDS,900,0.029423303,1.106316202,5.098
Simulator,nuSQuIDS,990,0.029354207,1.250489237,5.11
Simulator,nuSQuIDS,1080,0.029354207,1.250489237,5.11
Simulator,nuSQuIDS,1170,0.029354207,1.250489237,5.11
Simulator,nuSQuIDS,1260,0.029354207,1.1037182,5.11
Simulator,nuSQuIDS,1350,0.029354207,1.1037182,5.11
Simulator,nuSQuIDS,1440,0.02750275,1.386138614,5.454
Simulator,nuSQuIDS,1530,0.02750275,1.386138614,5.454
Simulator,nuSQuIDS,1620,0.024740228,1.246907472,6.063
Simulator,nuSQuIDS,1710,0.024740228,1.246907472,6.063
Simulator,nuSQuIDS,1800,0.024740228,1.246907472,6.063
Simulator,qpp,0,0,0,0.001
Simulator,qpp,90,6.387938618,26.25623106,40.924
Simulator,qpp,180,0,0,40.924
Simulator,qpp,270,0,0,40.924
Simulator,qpp,360,0,0,40.924
Simulator,qpp,450,0,0,40.924
Simulator,qpp,540,0,0,40.924
Simulator,qpp,630,0,0,40.924
Simulator,qpp,720,0,0,40.924
Simulator,qpp,810,0,0,40.924
Simulator,qpp,900,3.194008333,13.12827593,81.847
Simulator,qpp,990,0,0,81.847
Simulator,qpp,1080,0,0,81.847
Simulator,qpp,1170,0,0,81.847
Simulator,qpp,1260,0,0,81.847
Simulator,qpp,1350,0,0,81.847
Simulator,qpp,1440,0,0,81.847
Simulator,qpp,1530,0,0,81.847
Simulator,qpp,1620,0,0,81.847
Simulator,qpp,1710,0,0,81.847
Simulator,qpp,1800,0,0,81.847
ToolKit,QPanda-2,0,0,0,0.001
ToolKit,QPanda-2,90,0,0,0.001
ToolKit,QPanda-2,180,20.03395586,16.31578947,1.767
ToolKit,QPanda-2,270,14.21383648,10.57861635,2.385
ToolKit,QPanda-2,360,11.30653266,9.108040201,2.388
ToolKit,QPanda-2,450,17.57912746,10.84687767,3.507
ToolKit,QPanda-2,540,17.6997441,11.02928632,3.517
ToolKit,QPanda-2,630,18.07485115,11.1256025,3.527
ToolKit,QPanda-2,720,18.07485115,11.1256025,3.527
ToolKit,quantumrandom,0,0,0,0.001
ToolKit,quantumrandom,90,0,15,0.25
ToolKit,quantumrandom,180,0,7.396449704,0.507
ToolKit,quantumrandom,270,0,5.255474453,0.685
ToolKit,quantumrandom,360,0,5.088195387,0.737
ToolKit,qiskit-ignis,0,0,0,0.001
ToolKit,qiskit-ignis,90,0,9.527410208,0.529
ToolKit,qiskit-ignis,180,0,6.052009456,1.269
ToolKit,qiskit-ignis,270,0.073010465,5.154538817,4.109
ToolKit,qiskit-ignis,360,0.053628888,6.7572399,5.594
ToolKit,qiskit-ignis,450,0.045065345,7.003154574,6.657
ToolKit,qiskit-ignis,540,0.036010083,6.20453727,8.331
ToolKit,qiskit-ignis,630,0.032797639,6.267628731,9.147
ToolKit,qiskit-ignis,720,0,6.314501326,9.806
ToolKit,QUBEKit,0,0,7.1875,0.096
ToolKit,QUBEKit,90,0.087719298,13.3245614,3.42
ToolKit,QUBEKit,180,0.331701153,3.416521876,6.331
ToolKit,QUBEKit,270,1.447207501,2.45413779,7.359
ToolKit,QUBEKit,360,0.218242865,2.222719642,8.935
ToolKit,QUBEKit,450,0.145005371,2.40386681,9.31
ToolKit,QUBEKit,540,0.143038779,2.447552448,9.438
ToolKit,QUBEKit,630,0.138418948,2.470009228,9.753
ToolKit,pennylane,0,0,3.050847458,0.059
ToolKit,pennylane,90,0,2.698689956,1.145
ToolKit,pennylane,180,1.210219632,3.79650381,6.693
ToolKit,pennylane,270,0.947998669,3.565805522,9.019
ToolKit,pennylane,360,0.784736546,4.027751734,10.666
ToolKit,pennylane,450,0.675654613,4.427992519,12.832
ToolKit,pennylane,540,0.57437408,3.635861561,16.296
ToolKit,pennylane,630,0.407626805,3.596445761,27.01
ToolKit,pennylane,720,0.323393286,3.065205929,34.138
ToolKit,pennylane,810,0.360698474,3.073016158,44.497
ToolKit,forest-benchmarking,0,0.242091672,6.236281472,3.098
ToolKit,forest-benchmarking,90,0.110497238,3.756906077,8.145
ToolKit,forest-benchmarking,180,0.042680324,2.311139565,14.058
ToolKit,forest-benchmarking,270,0.020661157,2.446280992,14.52
ToolKit,forest-benchmarking,360,0.020661157,2.446280992,14.52
ToolKit,aiida-quantumespresso,0,0.292821159,12.2418136,6.352
ToolKit,aiida-quantumespresso,90,0.075878511,6.931066653,48.235
ToolKit,aiida-quantumespresso,180,0.116558429,2.089605466,53.278
ToolKit,aiida-quantumespresso,270,0.302201219,2.652655142,56.287
ToolKit,aiida-quantumespresso,360,0.244125832,3.093317364,56.774
ToolKit,aiida-quantumespresso,450,0.248484954,3.05683377,57.589
ToolKit,aiida-quantumespresso,540,0.218497764,3.062567477,58.353
ToolKit,aiida-quantumespresso,630,0.234560264,2.987421384,58.194
ToolKit,aiida-quantumespresso,720,0.074466325,1.544928016,60.43
ToolKit,aiida-quantumespresso,810,0.028271659,1.282119746,63.668
ToolKit,aiida-quantumespresso,900,0.004700426,1.286976686,63.824
ToolKit,aiida-quantumespresso,990,0.009866344,1.131077668,76.016
ToolKit,aiida-quantumespresso,1080,0.009546965,1.125778078,78.559
ToolKit,QGIS-visibility-analysis,0,0,0,0.001
ToolKit,QGIS-visibility-analysis,90,0,5.436918304,3.868
ToolKit,QGIS-visibility-analysis,180,0,2.722044728,7.825
ToolKit,QGIS-visibility-analysis,270,0,3.168719055,7.877
ToolKit,QGIS-visibility-analysis,360,0,3.201820941,7.908
ToolKit,QGIS-visibility-analysis,450,0,1.310802274,9.498
ToolKit,QGIS-visibility-analysis,540,0,1.332843189,9.521
ToolKit,qucat,0,0,0,0.001
ToolKit,qucat,90,0.279069767,7.186046512,2.15
ToolKit,qucat,180,0.401846256,2.219076396,42.031
ToolKit,qucat,270,0.364020717,2.058556178,47.305
ToolKit,qucat,360,0.232426011,1.403853107,58.083
ToolKit,qucat,450,0.232426011,1.403853107,58.083
ToolKit,quantum,0,0,3.123241418,5.331
ToolKit,quantum,90,0.056369786,1.50789177,10.644
ToolKit,quantum,180,0.05409304,1.511900469,11.092
