Category,Project,Snapshots,TDR_Bugs,TDR_Smells,Overral_debts,KLOC
None-Quantum,cquery,0,0.0,0.0,0.0,0.001
None-Quantum,cquery,90,0.0,32.62135922330097,32.30769230769231,0.103
None-Quantum,cquery,180,0.0,16.390243902439025,10.87378640776699,0.205
None-Quantum,cquery,270,0.0,15.724137931034484,7.612687813021703,0.29
None-Quantum,cquery,360,0.0,8.89235569422777,4.596774193548387,0.641
None-Quantum,cquery,450,0.4132231404958678,10.206611570247933,3.9216683621566633,0.726
None-Quantum,cquery,540,0.4132231404958678,10.0,2.8083209509658245,0.726
None-Quantum,zetavm,0,0.0,0.0,0.0,0.001
None-Quantum,zetavm,90,1.6826923076923077,19.423076923076923,21.088871096877504,1.248
None-Quantum,zetavm,180,0.36202735317779566,9.726468222043444,6.714859437751004,2.486
None-Quantum,mjolnir,0,0.0,0.0,0.0,0.001
None-Quantum,mjolnir,90,6.923076923076923,3.4615384615384617,10.305343511450381,0.13
None-Quantum,mjolnir,180,0.0,0.0,0.0,0.13
None-Quantum,mjolnir,270,1.7341040462427746,0.8670520231213873,1.0368663594470047,0.173
None-Quantum,mjolnir,360,1.3888888888888888,0.6944444444444444,0.6923076923076923,0.216
None-Quantum,mjolnir,450,1.3888888888888888,0.6944444444444444,0.5196304849884527,0.216
None-Quantum,mjolnir,540,1.3888888888888888,0.6944444444444444,0.41589648798521256,0.216
None-Quantum,mjolnir,630,1.3888888888888888,0.6944444444444444,0.34668721109399075,0.216
None-Quantum,mjolnir,720,1.3888888888888888,0.6944444444444444,0.297225891677675,0.216
None-Quantum,mjolnir,810,1.3888888888888888,0.6944444444444444,0.26011560693641617,0.216
None-Quantum,mjolnir,900,1.3888888888888888,0.6944444444444444,0.2312435765673176,0.216
None-Quantum,mjolnir,990,1.3888888888888888,0.6944444444444444,0.20814061054579092,0.216
None-Quantum,mjolnir,1080,1.3888888888888888,0.6944444444444444,0.18923465096719932,0.216
None-Quantum,Dism-Multi-language,0,0.0,0.0,0.0,0.001
None-Quantum,Dism-Multi-language,90,0.5360397384126077,2.251366901332952,2.7873070325900513,27.983
None-Quantum,Dism-Multi-language,180,0.09462395738417327,0.43211607205439123,0.2659329771046392,28.534
None-Quantum,Dism-Multi-language,270,0.09950408965028659,0.3970502994783281,0.17608367971497738,31.054
None-Quantum,Dism-Multi-language,360,0.09950408965028659,0.3970502994783281,0.1299883667998584,31.054
None-Quantum,Dism-Multi-language,450,0.09950729398125785,0.3970630856922036,0.10302046379251598,31.053
None-Quantum,Dism-Multi-language,540,0.09950408965028659,0.3970502994783281,0.0853192278111911,31.054
None-Quantum,Dism-Multi-language,630,0.09950088552568025,0.39703751408790855,0.07280865771431809,31.055
None-Quantum,Dism-Multi-language,720,0.09950088552568025,0.39703751408790855,0.06349781546101801,31.055
None-Quantum,Dism-Multi-language,810,0.09949768160741886,0.39702472952086554,0.05629812449114455,31.056
None-Quantum,Dism-Multi-language,900,0.09949768160741886,0.39702472952086554,0.050564837435031394,31.056
None-Quantum,Dism-Multi-language,990,0.09949768160741886,0.39702472952086554,0.04589135474731482,31.056
None-Quantum,Dism-Multi-language,1080,0.09949768160741886,0.39702472952086554,0.042008679614348336,31.056
None-Quantum,Dism-Multi-language,1170,0.09949768160741886,0.39702472952086554,0.03873174873091984,31.056
None-Quantum,keystone-classic,0,0.0,0.0,0.0,0.001
None-Quantum,keystone-classic,90,1.436022341163543,7.183453765640587,8.619432460351218,197.483
None-Quantum,keystone-classic,180,0.0,0.0,0.0,197.483
None-Quantum,keystone-classic,270,0.0,0.0,0.0,197.483
None-Quantum,keystone-classic,360,0.0,0.0,0.0,197.483
None-Quantum,keystone-classic,450,0.0,0.0,0.0,197.483
None-Quantum,keystone-classic,540,0.0,0.0,0.0,197.483
None-Quantum,keystone-classic,630,0.0,0.0,0.0,197.483
None-Quantum,keystone-classic,720,0.0,0.0,0.0,197.483
None-Quantum,keystone-classic,810,0.0,0.0,0.0,197.483
None-Quantum,keystone-classic,900,0.5810006704659738,3.1459520616828693,0.5171641834438458,286.368
None-Quantum,keystone-classic,990,0.3281117917784202,1.4495778587157302,0.2173462760597981,287.463
None-Quantum,keystone-classic,1080,0.0,0.0,0.0,287.463
None-Quantum,keystone-classic,1170,0.0,0.0,0.0,287.463
None-Quantum,keystone-classic,1260,0.0,0.0,0.0,287.463
None-Quantum,keystone-classic,1350,0.0,0.0,0.0,287.463
None-Quantum,keystone-classic,1440,0.0,0.0,0.0,287.463
None-Quantum,keystone-classic,1530,0.0,0.0,0.0,287.463
None-Quantum,keystone-classic,1620,0.0,0.0,0.0,287.463
None-Quantum,keystone-classic,1710,0.0,0.0,0.0,287.463
None-Quantum,keystone-classic,1800,0.0,0.0,0.0,287.463
None-Quantum,keystone-classic,1890,0.0,0.0,0.0,287.463
None-Quantum,keystone-classic,1980,0.0,0.0,0.0,287.463
None-Quantum,keystone-classic,2070,0.0,0.0,0.0,287.463
None-Quantum,keystone-classic,2160,0.0,0.0,0.0,287.463
None-Quantum,keystone-classic,2250,0.0,0.0,0.0,287.463
None-Quantum,Open-PS2-Loader,0,0.0,0.0,0.0,0.001
None-Quantum,Open-PS2-Loader,90,3.5215074523129197,4.4204185651401655,7.941312741312742,12.949
None-Quantum,Open-PS2-Loader,180,0.0,0.0,0.0,12.949
None-Quantum,Open-PS2-Loader,270,1.1738660351130104,1.4735107861813312,1.1345483429680951,19.423
None-Quantum,Open-PS2-Loader,360,1.1738660351130104,1.4735107861813312,0.7941926017453086,19.423
None-Quantum,Open-PS2-Loader,450,1.1738660351130104,1.4735107861813312,0.6109210151126319,19.423
None-Quantum,Open-PS2-Loader,540,1.1738660351130104,1.4735107861813312,0.4963751677269261,19.423
None-Quantum,Open-PS2-Loader,630,1.1738660351130104,1.4735107861813312,0.4180012031150926,19.423
None-Quantum,Open-PS2-Loader,720,1.1738660351130104,1.4735107861813312,0.3610017060173971,19.423
None-Quantum,Open-PS2-Loader,810,0.8804108584005869,1.1051473143607367,0.30546413677569595,25.897
