Category,ProjectId,snapshot,CLOC,addedLOC,removedLOC
ToolKit,P1,9,5591,1562,4029
ToolKit,P2,0,104641,88118,16523
ToolKit,P2,1,11806,6623,5183
ToolKit,P2,2,8234,6010,2224
ToolKit,P2,3,24807,14273,10534
ToolKit,P2,4,15784,8940,6844
ToolKit,P2,5,8118,4627,3491
ToolKit,P2,6,4948,2857,2091
ToolKit,P2,7,33821,32510,1311
ToolKit,P2,8,4068,2872,1196
ToolKit,P2,9,25593,7882,17711
ToolKit,P3,0,9993,6707,3286
ToolKit,P3,1,8678,5173,3505
ToolKit,P3,2,4725,2766,1959
ToolKit,P3,3,4138,2765,1373
ToolKit,P3,4,781,529,252
ToolKit,P3,5,2485,1992,493
ToolKit,P3,6,9580,6521,3059
ToolKit,P3,7,18921,12992,5929
ToolKit,P3,8,15907,10786,5121
ToolKit,P3,9,19956,14066,5890
ToolKit,P4,0,16578,9515,7063
ToolKit,P4,1,336111,191666,144445
ToolKit,P4,2,59382,50683,8699
ToolKit,P4,3,21496,11536,9960
ToolKit,P4,4,120943,74755,46188
ToolKit,P4,5,174316,118410,55906
ToolKit,P4,6,60025,52697,7328
ToolKit,P4,7,100054,68852,31202
ToolKit,P4,8,73436,25559,47877
ToolKit,P4,9,556584,299060,257524
ToolKit,P5,0,856844,855546,1298
ToolKit,P5,1,39231,26732,12499
ToolKit,P5,2,81487,80150,1337
ToolKit,P5,3,6208,3197,3011
ToolKit,P5,4,20512,19672,840
ToolKit,P5,5,7816,6124,1692
ToolKit,P5,6,35266,33472,1794
ToolKit,P5,7,912816,11252,901564
ToolKit,P5,8,119912,74757,45155
ToolKit,P5,9,49785,9148,40637
ToolKit,P6,0,6718,5871,847
ToolKit,P6,1,252421,144970,107451
ToolKit,P6,2,80752,52053,28699
ToolKit,P6,3,6407,4677,1730
ToolKit,P6,4,15395,9767,5628
ToolKit,P6,5,48389,25299,23090
ToolKit,P6,6,93976,68126,25850
ToolKit,P6,7,35145,23014,12131
ToolKit,P6,8,28894,23196,5698
ToolKit,P6,9,243,121,122
ToolKit,P7,0,43228,32029,11199
ToolKit,P7,1,355513,287907,67606
ToolKit,P7,2,190024,167978,22046
ToolKit,P7,3,15245,9147,6098
ToolKit,P7,4,113698,83493,30205
ToolKit,P7,5,16652,10479,6173
ToolKit,P7,6,126601,121864,4737
ToolKit,P7,7,14,7,7
ToolKit,P7,8,30996,17704,13292
ToolKit,P7,9,0,0,0
ToolKit,P8,0,88796,85968,2828
ToolKit,P8,1,21840,17599,4241
ToolKit,P8,2,43967,23742,20225
ToolKit,P8,3,5342,3837,1505
ToolKit,P8,4,3041,1966,1075
ToolKit,P8,5,13,7,6
ToolKit,P8,6,3104,2460,644
ToolKit,P8,7,2026,1385,641
ToolKit,P8,8,235,210,25
ToolKit,P8,9,0,0,0
ToolKit,P9,0,28756,23642,5114
ToolKit,P9,1,30638,21280,9358
ToolKit,P9,2,24568,13618,10950
ToolKit,P9,3,63,50,13
ToolKit,P9,4,2,1,1
ToolKit,P9,5,7,5,2
ToolKit,P9,6,505,285,220
ToolKit,P9,7,14,12,2
ToolKit,P9,8,496,232,264
ToolKit,P9,9,1,0,1
