Category,project,snapshot_id,FileId,total_debt,total_effort,bug_inducing,bug_fixing,inducing_loc,fixing_loc,total_loc,sonar_loc,is_inducing,is_debt,ERROR,CODE_SMELL,MAJOR,CRITICAL,MINOR,BLOCKER,html5,user_experience,bad_practice,suspicious,design,finding,redundant,based_on_misra,python3,wcag2_a,obsolete,clumsy,duplicate,es2015,psr2,accessibility,pitfall,unused,brain_overload,api_design,lock_in,error_handling,cwe,unpredictable,convention,confusing
Experimentation,m-labs/artiq,25,1061,0,0,4,1,282,4,310,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,9254,0,0,11,3,92,20,86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,11305,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,1066,36,536,41,5,625,34,2989,10104,1,1,0,36,0,10,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,1067,10,140,6,0,60,0,400,516,1,1,0,10,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,9261,0,0,5,4,493,941,962,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,1070,0,0,6,0,7,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,9264,0,0,1,2,64,75,97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,5169,0,0,6,0,121,0,144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,5170,8,40,12,3,146,6,144,328,1,1,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,1075,168,1148,38,13,865,226,1412,28776,1,1,0,168,0,0,28,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,56,28,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,3124,0,0,11,2,137,7,561,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,3125,32,390,7,3,244,37,555,5236,1,1,4,28,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,11318,4,20,1,0,21,0,63,72,1,1,0,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,3127,0,0,2,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,1080,0,0,6,2,8,2,217,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,3128,16,208,3,1,256,128,406,1680,1,1,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,11319,0,0,3,0,93,0,282,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,5179,0,0,13,4,130,46,231,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,11317,10,308,4,3,63,44,1705,3178,1,1,0,10,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,3133,0,0,5,1,40,4,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,1093,0,0,3,1,154,78,296,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,3141,48,1504,5,2,229,23,333,5904,1,1,0,48,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,32,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,3142,28,140,3,0,27,0,143,336,1,1,0,28,14,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,3143,0,0,2,0,7,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,1101,14,70,29,13,830,251,1308,3006,1,1,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
Experimentation,m-labs/artiq,25,9294,20,200,0,0,0,0,149,940,0,1,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
Experimentation,m-labs/artiq,25,9295,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,5205,14,70,1,1,0,12,24,126,1,1,0,14,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,3158,0,0,4,3,35,23,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,3161,796,6576,86,47,3641,1466,4639,1123510,1,1,16,780,0,0,16,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,100,134,0,0,0,16,0,432,0
Experimentation,m-labs/artiq,25,9310,0,0,4,0,37,0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,9311,0,0,1,0,49,0,98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,9312,0,0,22,6,1122,181,4050,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,9313,0,0,2,0,182,0,212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,9321,0,0,1,0,5,0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,3180,14,84,19,10,885,76,1930,4592,1,1,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,1136,0,0,11,3,67,2,304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,1137,0,0,10,4,135,9,674,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,7280,14,140,3,0,36,0,109,40,1,1,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,11378,0,0,2,1,42,4,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,5236,16,128,1,2,89,22,252,1776,1,1,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,1141,0,0,4,2,66,15,244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,5240,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,9336,0,0,1,0,8,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,9337,0,0,1,0,2737,0,2737,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,9338,0,0,3,0,327,0,397,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,13437,0,0,3,2,155,26,350,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,13438,0,0,2,1,121,4,242,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,13439,0,0,1,0,42,0,84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,13440,0,0,2,2,72,72,144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,13441,0,0,1,1,90,9,194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,13442,0,0,1,0,10,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,13443,0,0,1,0,104,0,206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,7300,28,140,1,1,19,19,19,280,1,1,0,28,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
Experimentation,m-labs/artiq,25,11396,0,0,3,1,27,9,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,5254,42,420,1,0,0,0,14,168,1,1,42,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,11397,0,0,3,1,69,23,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,11398,0,0,3,1,27,9,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,11399,0,0,10,10,86,47,149,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,13445,0,0,1,0,38,0,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,13446,0,0,1,0,11,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,13447,0,0,2,1,201,2,402,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,3215,0,0,2,0,6,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,11408,2,12,6,3,485,28,330,170,1,1,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,11409,0,0,2,0,232,0,118,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,3218,0,0,7,1,45,2,119,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,1173,0,0,2,1,80,40,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,9366,0,0,1,1,11,11,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,9367,0,0,1,1,6,6,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,9368,0,0,8,4,36,29,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,9369,0,0,9,4,210,120,414,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,1178,0,0,5,1,111,2,329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,13462,0,0,4,2,44,4,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,1180,14,0,14,10,345,91,1758,2438,1,1,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,7325,0,0,3,4,17,163,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,3230,0,0,3,0,7,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,3231,28,140,4,1,38,2,115,252,1,1,0,28,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,3232,98,196,3,0,21,0,63,1274,1,1,98,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0
Experimentation,m-labs/artiq,25,3233,98,490,4,1,53,24,111,4116,1,1,70,28,14,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0
Experimentation,m-labs/artiq,25,3234,0,0,3,0,21,0,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,3235,0,0,4,1,9,7,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,1188,0,0,47,8,838,28,3941,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,3236,0,0,3,0,7,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,3237,40,116,6,1,80,8,223,1792,1,1,28,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,28,0,0,0
Experimentation,m-labs/artiq,25,3238,14,140,3,0,35,0,105,170,1,1,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,3239,0,0,7,1,27,4,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,3240,0,0,3,1,7,6,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,3241,106,530,4,1,55,24,124,4984,1,1,92,14,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0
Experimentation,m-labs/artiq,25,7336,48,512,0,0,0,0,557,13680,0,1,0,48,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,9386,0,0,8,5,195,85,255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,9389,0,0,4,1,93,10,212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,11436,0,0,1,2,9,11,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,1200,0,0,5,0,351,0,634,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,3252,0,0,1,0,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,3253,42,84,2,0,1,0,63,630,1,1,42,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0
Experimentation,m-labs/artiq,25,1204,14,98,3,1,221,12,994,4672,1,1,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,1208,0,0,9,0,315,0,398,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,5304,32,160,8,5,379,123,539,6656,1,1,0,32,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0
Experimentation,m-labs/artiq,25,5305,0,0,1,0,2,0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,9405,0,0,4,2,60,17,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,3263,0,0,3,0,11,0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,3264,0,0,3,0,10,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,5311,42,350,1,0,0,0,16,84,1,1,28,14,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,13508,0,0,1,0,262,0,618,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,11461,4,40,2,2,186,19,234,364,1,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,5323,84,280,1,0,0,0,32,672,1,1,28,56,14,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,14,0
Experimentation,m-labs/artiq,25,5324,84,378,1,0,0,0,38,756,1,1,14,70,14,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,14,0
Experimentation,m-labs/artiq,25,5325,56,280,1,0,0,0,42,504,1,1,0,56,14,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
Experimentation,m-labs/artiq,25,5326,70,350,1,0,0,0,34,630,1,1,0,70,14,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,14,0
Experimentation,m-labs/artiq,25,5329,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,5330,40,500,35,23,1266,203,2245,9064,1,1,2,38,0,14,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,4,0
Experimentation,m-labs/artiq,25,5336,28,140,2,0,33,0,66,504,1,1,0,28,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0
Experimentation,m-labs/artiq,25,7389,16,80,0,0,0,0,60,640,0,1,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
Experimentation,m-labs/artiq,25,9440,30,150,0,0,0,0,93,672,0,1,0,30,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,11492,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,9447,24,360,0,0,0,0,89,1800,0,1,0,24,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,3305,0,0,4,1,56,4,106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,7402,0,0,1,2,11,15,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,7403,0,0,1,1,19,19,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,7404,14,28,2,1,5,4,10,40,1,1,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
Experimentation,m-labs/artiq,25,11502,0,0,0,0,0,0,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,14905,0,0,1,1,159,7,166,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,14906,0,0,1,0,55,0,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,5367,98,686,16,8,1175,108,1701,53704,1,1,0,98,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,28,0,0,56,0,0,0,0
Experimentation,m-labs/artiq,25,13566,0,0,0,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,13567,0,0,2,1,39,8,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,1282,0,0,7,1,324,2,330,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,1283,70,350,20,8,862,123,1907,14070,1,1,0,70,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,42,0,0,0,0
Experimentation,m-labs/artiq,25,13574,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimentation,m-labs/artiq,25,5383,16,128,1,1,59,3,77,816,1,1,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
